0.001,5,3,0.75,0.14856875353287716
0.003,5,3,0.75,0.1643327832924613
0.005,5,3,0.75,NA
0.001,5,5,0.75,0.10728477126370622
0.003,5,5,0.75,0.20067676200304807
0.005,5,5,0.75,NA
0.001,5,10,0.75,0.055145751144070956
0.003,5,10,0.75,0.05410852915107408
0.005,5,10,0.75,0.054943603543637635
0.001,5,3,0.8,0.14886252395892122
0.003,5,3,0.8,0.154234216090039
0.005,5,3,0.8,NA
0.001,5,5,0.8,0.1113926496728785
0.003,5,5,0.8,0.2178789112688971
0.005,5,5,0.8,NA
0.001,5,10,0.8,0.07640803911547835
0.003,5,10,0.8,0.07884521439733917
0.005,5,10,0.8,NA
