0.001,5,3,0.75,0.2818022067146772
0.003,5,3,0.75,0.28229871598754547
0.005,5,3,0.75,0.28475637625803996
0.001,5,5,0.75,0.2764591285000589
0.003,5,5,0.75,0.2777397000082683
0.005,5,5,0.75,0.27858953792220736
0.001,5,10,0.75,0.27020361614014815
0.003,5,10,0.75,0.26860546798784074
0.005,5,10,0.75,0.26724464316513746
0.001,5,3,0.8,0.2826122540491847
0.003,5,3,0.8,0.2819329685392551
0.005,5,3,0.8,0.283200937164844
0.001,5,5,0.8,0.2773459225631179
0.003,5,5,0.8,0.2763074615183045
0.005,5,5,0.8,0.27773954653408933
0.001,5,10,0.8,0.26984548209958026
0.003,5,10,0.8,0.2679834002838798
0.005,5,10,0.8,0.27064724349024744
