0.001,5,3,0.75,0.25062739868724876
0.003,5,3,0.75,0.2511340718959872
0.005,5,3,0.75,0.2521614985841745
0.001,5,5,0.75,0.24023842173537302
0.003,5,5,0.75,0.2392512108140899
0.005,5,5,0.75,0.2380780308442239
0.001,5,10,0.75,0.2618633302154454
0.003,5,10,0.75,0.2604568542214482
0.005,5,10,0.75,0.2570028953534721
0.001,5,3,0.8,0.24914341048895655
0.003,5,3,0.8,0.2494707280993705
0.005,5,3,0.8,0.24911987641746497
0.001,5,5,0.8,0.236624025747971
0.003,5,5,0.8,0.2348811378615648
0.005,5,5,0.8,0.23627805250021336
0.001,5,10,0.8,0.2605838824618386
0.003,5,10,0.8,0.2611707922605297
0.005,5,10,0.8,0.25799148158134505
