0.001,5,3,0.75,0.3940206676657178
0.003,5,3,0.75,0.3926406165647146
0.005,5,3,0.75,0.394703865807995
0.001,5,5,0.75,0.37989870624016964
0.003,5,5,0.75,0.38467645958838886
0.005,5,5,0.75,0.38455628123992314
0.001,5,10,0.75,0.3109531402837303
0.003,5,10,0.75,0.30977826872494607
0.005,5,10,0.75,0.31114946349024686
0.001,5,3,0.8,0.3954499402646155
0.003,5,3,0.8,0.3994522997649139
0.005,5,3,0.8,0.39912036007156737
0.001,5,5,0.8,0.3917840556438364
0.003,5,5,0.8,0.3944923346217241
0.005,5,5,0.8,0.39753458450654056
0.001,5,10,0.8,0.3102076963397996
0.003,5,10,0.8,0.31117429011564723
0.005,5,10,0.8,0.31144605675690173
