0.001,5,3,0.75,0.26808241636989705
0.003,5,3,0.75,0.2718280713737965
0.005,5,3,0.75,0.26760117303016046
0.001,5,5,0.75,0.26018937502153533
0.003,5,5,0.75,0.2608414337078711
0.005,5,5,0.75,0.2610038245102273
0.001,5,10,0.75,0.2645820115598841
0.003,5,10,0.75,0.2671381749724663
0.005,5,10,0.75,0.2709451256143521
0.001,5,3,0.8,0.2714017070577488
0.003,5,3,0.8,0.2732734905318727
0.005,5,3,0.8,0.27286430871375816
0.001,5,5,0.8,0.26284048266095705
0.003,5,5,0.8,0.2644457985484622
0.005,5,5,0.8,0.26136278942053903
0.001,5,10,0.8,0.26700967112625257
0.003,5,10,0.8,0.26886494890543494
0.005,5,10,0.8,0.26936483993505933
