0.001,5,3,0.75,0.10926834818772392
0.003,5,3,0.75,0.11127236100756929
0.001,5,5,0.75,0.09406465427484705
0.003,5,5,0.75,0.09534454052365683
0.005,5,5,0.75,0.09786684256496356
0.001,5,10,0.75,0.017384649652126986
0.003,5,10,0.75,0.01826662300735481
0.005,5,10,0.75,0.022006091146134086
0.001,5,3,0.8,0.11023860253534368
0.003,5,3,0.8,0.11445620149189832
0.001,5,5,0.8,0.10954150947806564
0.003,5,5,0.8,0.1075806564092625
0.005,5,5,0.8,0.11297412323784291
0.001,5,10,0.8,0.018305551577024532
0.003,5,10,0.8,0.019163471715252487
0.005,5,10,0.8,0.020089005935209667
