0.001,5,3,0.75,0.1304266828655373
0.003,5,3,0.75,0.13805362626848222
0.005,5,3,0.75,0.1357109744173448
0.001,5,5,0.75,0.13228029780461634
0.003,5,5,0.75,0.13914517360555717
0.005,5,5,0.75,0.13888769916165206
0.001,5,10,0.75,0.11421191778135871
0.003,5,10,0.75,0.11491580333841551
0.005,5,10,0.75,0.11451692033709528
0.001,5,3,0.8,0.12673070976228748
0.003,5,3,0.8,0.12926180743088553
0.005,5,3,0.8,0.1316508741924225
0.001,5,5,0.8,0.1344255155097922
0.003,5,5,0.8,0.13315462868221284
0.005,5,5,0.8,0.13590596921696402
0.001,5,10,0.8,0.10648037136716017
0.003,5,10,0.8,0.10572810461647757
0.005,5,10,0.8,0.10619353242122952
