"","SampleID_old","Latitude","Longitude","MMI.d","MMI.sba","MMI.hybrid","OxyRed.DO_30.richness","prop.spp.BCG4","prop.spp.IndicatorClass_DOC_high_raw"
"70289","603PS0075_07/31/12_1","37.7571","-118.4412",0.916606438,1.111651204,0.929322005,0.975590967,0.844946899,1.150082483
"70341","603PS0075_08/15/12_1","37.7571","-118.4412",0.957699933,0.889702244,0.784842874,0.975590967,0.05960435,1.092954998
"70372","603PS0076_07/23/12_1","37.3187","-118.506",1.055484059,1.047613794,1.140584882,1.144471891,1.117714075,1.160661647
"70435","603PS0079_08/01/12_1","37.70393","-118.77648",0.546593192,1.01587857,0.745633408,0.868908147,0.81034983,1.087701896
"70501","603PS0092_07/25/12_1","37.2864","-118.4042",1.090896356,0.834215004,0.999067478,1.154904099,0.715311108,1.131039988
"70541","603PS0108_07/24/12_1","37.1637","-118.2902",0.753140464,1.141006916,1.03861669,1.192303049,0.842508506,1.106804085
"70577","603PS0108_07/24/12_2","37.1637","-118.2902",1.017478702,1.181183262,1.185994638,1.192303049,1.272720937,1.133826695
"70619","603PS0109_07/29/08_1","36.59464","-118.14534",1.215240885,1.085883326,1.064978783,1.051645872,1.112753196,0.968313212
"70685","603PS0136_07/17/13_1","37.42488283","-118.579237",0.840413821,1.000676724,0.941836214,0.899186051,0.548477759,1.175144004
"70712","603PS0137_08/13/13_1","37.74791815","-118.9710179",0.979903665,1.075780435,1.156685979,1.192303049,1.325019903,1.09786919
"70785","603PS0557_08/18/10_1","36.46272","-118.11367",1.191605495,1.088383094,1.055924422,0.937575029,1.00040109,1.125026569
"70828","603PS0720_08/19/10_1","36.83146711","-118.2214003",0.750415869,0.834215004,0.978007839,0.79374301,1.328255618,1.054870008
"70852","603PS1056_07/24/12_1","36.9821","-118.3025",0.981176912,1.204011196,1.04231235,0.775140779,1.328255618,1.136480701
"70898","603PS1056_08/14/12_1","36.9821","-118.3025",0.982519607,1.148473067,0.95357213,0.775140779,1.103040931,1.139011265
"70945","603PS1488_07/10/13_1","36.71254825","-118.2763683",0.678417738,1.185634191,1.158697799,1.192303049,1.282814176,1.054870008
"70977","603PSx109_07/30/12_1","37.5927","-118.7826",0.894510641,1.111341444,1.137346493,1.040175601,1.328255618,1.166498427
"71036","603RCC156_07/16/13_1","37.47829","-118.72113",1.040046932,1.068098657,1.104668897,1.107346641,1.05419715,1.128110373
"71083","603RCC156_07/16/13_2","37.47829","-118.72113",0.792526386,0.401912638,0.883909622,1.107346641,0.723922669,0.70762451
"71163","603RCK001_08/09/10_1","37.5614","-118.66237",1.102825489,1.182697352,1.006015691,0.944441717,1.300409652,1.175144004
"71289","603RCK001_08/09/10_2","37.5614","-118.66237",1.278198613,1.134232521,1.080368547,0.944441717,1.200990813,1.175144004
"71399","603RCK001_08/09/10_3","37.5614","-118.66237",1.065032035,0.97718212,1.12946031,1.137869554,1.328255618,1.050818413
"71466","603SPCBWC_07/22/08_1","36.71668","-118.26333",1.265432697,0.914689327,1.03109953,1.192303049,0.962846053,0.864445057
"71490","603UOW001_08/08/10_1","37.68644","-118.75953",0.831110489,1.107282576,0.862462565,0.980167839,1.328255618,1.141426803
"71721","609PS0053_05/14/08_1","35.74614","-116.22224",0.354304061,1.10565711,1.001912818,1.192303049,1.328255618,0.874738298
"71760","620PS0669_08/17/10_1","36.31990898","-117.5257901",0.804483949,0.942179063,0.761867804,1.192303049,0.336386829,0.717964326
"71790","626PS0171_05/15/08_1","34.44752","-118.01537",1.008136698,0.928089145,0.990781119,1.001311804,0.89056116,1.165116032
"71855","626PS0619_06/03/10_1","34.41876344","-117.9747061",0.884099992,1.04070724,0.913641128,0.78033754,1.084227009,1.125026569
"71894","626PS0827_06/03/10_1","34.38649699","-117.8249858",1.115465476,1.071189409,1.189411434,1.186134098,1.328255618,0.976459734
"71929","626PS1195_05/23/13_1","34.45460936","-118.017196",1.316268169,0.857940271,1.172262576,1.182395721,1.294854917,0.912916863
"72058","628PS0527_06/03/09_1","34.24716421","-117.1107706",0.801337979,0.97291973,1.029491986,0.928564976,1.24922409,0.918852186
"72087","628PS0715_06/09/10_1","34.53576788","-117.28954",0.675604302,0.161961143,0.516256117,0.806464115,0.030030289,0.331255196
"72131","628PS0715_06/09/10_2","34.53576788","-117.28954",0.623816201,0.234099726,0.478544294,0.419608441,0,0.465017113
"72175","628PS1019_06/08/11_1","34.33577638","-117.1611729",0.94922939,1.067261412,0.895588644,1.192303049,0.389899306,1.133826695
"72221","628PS1039_06/09/11_1","34.26462998","-117.1253841",0.775423908,0.885409386,0.921169569,0.529080614,1.060286686,1.139011265
"72269","628PS1179_06/06/12_1","34.339","-117.1669",0.759537173,0.979483811,0.928605934,1.192303049,0.660919002,1.104673456
"72339","628PS1307_05/21/13_1","34.34422163","-117.2267984",0.980022059,0.589420917,0.685608973,0.941024492,0.270641224,0.893741204
"72411","628PS1483_05/22/13_1","34.51287451","-117.260456",0.935654323,1.053352084,1.103204106,1.192303049,0.894983879,1.016785018
"72439","630FCA097_08/22/13_1","38.27139","-119.33111",0.873833294,1.200430788,0.879665321,1.192303049,0.450042839,1.14594281
"72485","630PS0005_07/31/08_1","38.0658","-119.22584",1.161020391,1.059134263,0.894523677,0.640431186,1.018220702,1.037558649
"72529","630PS0005_07/31/08_2","38.0658","-119.22584",1.130797839,1.059134263,1.049737129,1.02728686,1.106682316,1.050818413
"72816","630SED034_08/06/12_1","38.134359","-119.2350825",1.023126693,0.797970131,1.056864445,0.973023904,1.085637762,1.022358431
"72912","631DEP001_08/28/12_1","38.45508","-119.45353",0.833469646,1.000676724,0.927206125,1.1168375,0.738469535,1.102476245
"72944","631FC1099_07/09/14_1","38.36417217","-119.44478",0.622396617,1.158239901,0.831000491,0.86761218,1.314962979,1.141426803
"73119","631POR001_07/30/10_1","38.33493","-119.53186",0.624971296,0.961236264,0.762807741,0.725674834,0.945095684,1.037558649
"73221","631PS0001_07/28/09_1","38.31223","-119.61282",1.005853755,0.966952384,0.898509349,0.754921123,1.008802591,0.950443422
"73253","631PS0001_07/31/08_1","38.31223","-119.61282",1.171567721,0.963345969,0.954887524,0.561493286,1.135032446,1.110877346
"73287","631PS0001_08/13/08_1","38.31223","-119.61282",1.089369268,0.834215004,0.871721062,0.368065449,1.008802591,1.09786919
"73318","631PS0001_09/29/10_1","38.31223","-119.61282",1.037355046,1.111651204,1.006383502,0.754921123,1.328255618,1.062487006
"73344","631PS0011_07/28/09_1","38.37300545","-119.53418",1.008193192,1.009627743,1.082769143,1.036452883,1.195995736,1.09786919
"73381","631PS0023_08/04/09_1","38.47279","-119.35211",0.774909921,1.133414104,0.913398353,0.897432305,0.978531823,1.027666443
"73427","631PS0023_08/04/09_2","38.47279","-119.35211",0.839024823,1.166706448,0.880329164,0.897432305,0.978531823,1.027666443
"73471","631PS0033_08/30/10_1","38.28761399","-119.5473894",1.060972059,1.167138444,1.099664945,0.999749183,1.277962454,1.102476245
"73504","631PS0051_08/16/11_1","38.53855632","-119.4796653",0.914517099,0.975619923,0.939244516,1.019685146,0.762386547,1.159064792
"73562","631PS0081_08/28/12_1","38.3279","-119.5508",0.563936142,1.067261412,0.822264999,0.803916394,0.525955499,1.092954998
"73592","631PS0087_08/08/12_1","38.5236","-119.3363",0.772533084,1.038310949,0.991795286,0.948936612,1.128471889,1.022358431
"73640","631PS0145_07/02/14_1","38.31982662","-119.5494837",0.910550433,1.143358199,1.032874347,1.117189969,0.913092325,1.092954998
"73672","631WWK005_07/29/10_1","38.30902","-119.54991",1.205956384,1.171613954,1.027646323,0.74979943,1.328255618,1.165116032
"73749","631WWK005_07/29/10_2","38.30902","-119.54991",1.064810961,1.137426508,1.023311901,0.74979943,1.212717218,1.131039988
"73806","631WWK005_07/29/10_3","38.30902","-119.54991",1.101214279,1.185634191,1.071611514,0.943227267,1.108774822,1.102476245
"73845","632CHV001_07/23/10_1","38.67789","-119.90035",0.897578638,0.962111507,0.890186732,0.72603682,1.096172442,1.112825428
"73946","632DIX001_09/03/12_1","38.56105","-119.7051",1.010297494,1.11761855,1.070191047,1.112472479,1.022382052,1.136480701
"73988","632ELD001_09/08/11_1","38.4999","-119.7398",1.22130191,1.170286856,1.113883786,1.104309824,1.264219564,0.950443422
"74021","632HNCAHL_08/31/10_1","38.65559","-119.64421",0.58373304,1.216644964,0.927747508,1.052606563,0.88871339,0.864445057
"74045","632HOS002_09/04/12_1","38.69784","-119.83696",0.84053187,1.097983858,0.93581538,0.812130629,1.028639199,1.152025595
"74094","632MRK001_07/22/10_1","38.69687","-119.77305",1.011893666,1.009627743,1.089407434,1.003894987,1.328255618,1.148056686
"74185","632MUR001_09/07/11_1","38.4919","-119.7017",1.258355453,1.050183244,1.113513515,1.192303049,1.215497384,0.906761713
"74257","632PS0007_07/23/08_1","38.53281","-119.59393",0.951187868,1.278112925,0.881736402,0.654590104,0.824860085,1.175144004
"74305","632PS0014_08/03/09_1","38.56381963","-119.6208017",1.093854969,1.178812755,1.066904995,0.947923418,1.138375894,1.032727572
"74353","632PS0046_08/16/11_1","38.69560537","-119.774136",0.874192976,0.971641692,1.037904658,1.173415143,0.810705998,1.150082483
"74407","632PS0058_08/15/11_1","38.60621528","-119.6904003",0.935294805,1.200430788,0.996086744,1.098229743,0.878177571,1.128110373
"74451","632PS0110_07/08/13_1","38.7505","-119.6446",0.734571775,0.978887076,0.870265183,0.941366214,0.843818059,1.022358431
"74597","632SVR002_07/24/10_1","38.60319","-119.77116",1.092549477,1.08301353,1.064216268,1.061878204,1.201598068,1.106804085
"74640","632SVR002_07/24/10_2","38.60319","-119.77116",1.122336595,1.007837539,0.938949639,0.868450368,0.991613429,1.141426803
"74711","632SVR002_07/24/10_3","38.60319","-119.77116",0.947303645,1.167138444,1.080638202,1.061878204,1.047049374,1.062487006
"74743","633PS0003_07/22/08_1","38.8179","-119.90951",1.079097713,0.980378913,1.059661852,0.954790106,1.134794827,1.022358431
"74787","633PS0083_09/04/12_1","38.6789","-119.9608",0.926977045,0.918088465,1.079822444,0.96936167,1.161418247,1.175144004
"74866","633PS0142_06/30/14_1","38.8073357","-119.7778092",0.861263679,0.843507571,0.961679109,1.192303049,0.889494658,1.032727572
"74967","633WCR001_07/27/10_1","38.7908","-119.79241",1.081336768,0.992296989,0.960455339,0.806759783,1.328255618,1.105390913
"75127","633WCR003_09/04/12_1","38.68111","-119.93125",0.954969559,0.698233219,1.069814859,1.109243155,1.189104821,0.969981777
"75335","633WIL001_05/18/09_1","38.78228","-119.91593",0.993854119,1.182067671,0.984676371,1.034965945,0.979102,1.062487006
"75391","633WIL001_06/25/09_1","38.78228","-119.91593",0.945118939,1.163559688,0.928334698,0.841538108,0.966782901,1.175144004
"75451","633WIL001_08/05/09_1","38.78228","-119.91593",0.841886301,1.114748727,0.802699208,0.841538108,0.597209937,1.042175011
"75500","633WIL001_10/01/09_1","38.78228","-119.91593",0.954850878,1.238479182,0.904124698,0.648110271,0.954212392,1.152025595
"75550","633WIL001_10/26/09_1","38.78228","-119.91593",0.843952672,1.122163742,0.926150472,0.841538108,0.894317614,0.842042122
"75594","634CAT055_08/11/10_1","39.00578","-120.16534",1.263088771,1.148473067,1.049561193,0.860042704,1.201668285,1.004758179
"75613","634CAT055_10/04/11_1","39.00578","-120.16534",1.013057871,1.02690176,1.066894382,1.053470541,1.265492563,0.81683882
"75700","634EGL005_10/03/11_1","38.94051","-120.12389",1.136899863,0.955113687,1.010283132,1.074044815,1.027456657,0.810037929
"75723","634GACALL_09/10/13_1","38.87318","-120.09556",1.075458008,0.867231911,1.006206969,1.029891688,0.885813534,1.110877346
"75802","634GRF001_10/03/11_1","39.26626","-120.02629",1.266814248,1.212537095,1.117743552,1.174859404,1.090143704,1.062487006
"75830","634HHCATC_10/04/11_1","38.854298","-119.947777",1.163248654,1.200430788,1.077375717,1.176342351,1.014474023,0.991395024
"75850","634HID001_10/03/11_1","38.87197","-119.96403",0.916364482,1.115629435,1.098223607,1.189495444,1.036240627,1.027666443
"75903","634PS0019_08/05/09_1","38.79506008","-119.9875778",1.086104269,0.974113199,0.84753,0.943029694,0.664371257,1.037558649
"75947","634PS0035_09/01/10_1","38.8716445","-120.0992706",1.235155497,0.977693607,1.057873882,1.02909587,1.166616522,0.906761713
"75980","634PS0062_10/12/11_1","38.87503277","-119.9716481",1.046070681,1.167138444,1.031363481,1.150855009,0.877038758,1.09786919
"76013","634PS0099_09/10/12_1","38.9516","-120.1129",1.01667703,1.002469198,1.100539078,0.902106811,1.185064469,1.175144004
"76051","634PS0126_08/28/13_1","38.8766","-119.984",1.026328316,1.009627743,0.834426179,0.531486181,0.62686899,1.166498427
"76112","634PS0131_08/20/13_1","38.82055666","-120.0192463",0.742330529,0.882545701,0.774080179,0.816514993,0.370715943,1.175144004
"76188","634R10BMW_09/29/11_1","38.77957","-119.99815",1.28627643,1.022830773,1.164194932,1.192303049,1.328255618,1.004758179
"76232","634R10GNL_10/03/11_1","39.02985","-120.16074",1.350480107,0.857770377,1.131440912,1.09989967,1.328255618,0.950443422
"76297","634R10UTR_09/28/11_1","38.77875","-120.02978",1.11610859,1.011900339,1.049008008,1.081021113,0.990778789,0.991395024
"76342","634SAX002_07/16/10_1","38.88265","-119.98057",0.990052997,1.031389986,0.944390986,0.537862852,1.318635387,1.175144004
"76492","634SAX002_07/16/10_2","38.88265","-119.98057",1.132499509,0.998655384,0.924468034,0.537862852,1.238943578,1.175144004
"76653","634SAX002_07/16/10_3","38.88265","-119.98057",1.153842047,1.030791067,1.07598118,0.924718525,1.328255618,1.17275212
"76737","634TAY001_07/19/10_1","38.92411","-120.05603",1.081980538,0.998229839,1.089896693,0.994036614,1.328255618,1.175144004
"76853","634TRT001_08/26/13_1","38.85711","-119.94267",1.049661827,1.077926864,0.907850055,1.089557728,0.470237811,1.066071476
"76906","634TRT002_07/18/10_1","38.93009","-119.9764",1.054278914,1.173105791,0.913590038,0.276870671,1.328255618,1.175144004
"77058","634TRT005_07/15/10_1","38.88352","-119.97859",1.024782862,0.922899087,0.876688586,0.760489081,1.085208669,1.175144004
"77259","634UTR005_07/20/10_1","38.86235","-120.02308",1.059972181,1.031389986,0.910403939,0.785553644,0.945095052,1.174984207
"77362","634UTR005_07/20/10_2","38.86235","-120.02308",0.907401257,1.06995853,0.917161626,0.785553644,0.971966006,1.175144004
"77476","634UTR005_07/20/10_3","38.86235","-120.02308",1.050623523,0.894151006,0.965099034,0.785553644,1.144095879,1.062487006
"77603","634UTRADC_08/21/13_1","38.72996701","-120.0177647",0.98240684,1.103101035,0.990566887,0.623899553,1.030223586,1.171582074
"77684","634WRD001_09/09/13_1","39.14016","-120.19072",1.101146922,1.022083399,1.042105049,0.84086111,1.193925618,1.120084032
"77772","634WSN001_10/04/11_1","39.22273","-120.10026",1.112467073,1.250369305,1.158393536,1.160371659,1.308897591,0.991395024
"77790","635BER001_07/08/10_1","39.18996","-120.19825",1.0303564,1.034806313,1.034260489,0.98879472,1.114165198,1.162200434
"77873","635CLS001_07/09/10_1","39.3003","-120.25211",1.140067435,1.01090646,0.836537886,0.536218715,0.897837767,1.167833961
"78050","635PS0018_07/20/09_1","39.17813603","-120.1916466",0.885594032,1.01587857,0.942937593,0.879946429,1.328255618,1.079105911
"78110","635PS0034_09/08/10_1","39.25780629","-120.2086445",0.957077873,1.000824359,1.031524239,0.828146454,1.328255618,1.087701896
"78177","635PS0038_08/09/10_1","39.38237595","-120.2262394",1.012146346,1.06213131,0.94286311,0.777623103,0.948781043,1.15740652
"78231","635PS0038_08/09/10_2","39.38237595","-120.2262394",1.016985871,1.037452324,0.99074887,0.97105094,1.077514731,1.159064792
"78286","635PS0118_09/03/13_1","39.34775","-120.12232",1.045663954,1.02840697,1.019351389,1.192303049,0.902231148,1.079105911
"78343","635PS0146_09/03/14_1","39.32333481","-120.2281061",1.012773889,1.089679918,0.988219975,1.192303049,0.707459968,1.175144004
"78434","636PS0006_07/21/08_1","39.48916","-120.2807",1.049389318,1.278112925,0.915425206,0.646330274,0.929309799,1.153890982
"78484","636PS0010_07/21/09_1","39.4628548","-120.1901815",1.022393898,1.034374316,1.028655615,0.893159546,1.262381419,1.072834626
"78553","636PS0070_09/21/11_1","39.49463717","-120.3358308",1.074542601,0.695314292,1.050259289,1.036906671,1.084296918,1.056833152
"78660","636PS0086_09/26/12_1","39.4673","-120.1031",0.942193759,0.942606661,1.127978622,1.06688338,1.145863796,1.155683217
"78735","636SAG001_07/12/10_1","39.43709","-120.22934",1.028636888,1.132236279,0.985509045,0.85581953,1.238693443,1.175144004
"78868","636SHCWES_07/30/13_1","39.43105161","-120.2415166",0.971737959,0.79790784,0.895650548,1.022941181,0.783666738,1.102476245
"78934","636SHCWES_07/30/13_2","39.43105161","-120.2415166",0.957040332,0.813917193,0.992841677,1.192303049,0.758918548,1.082073572
"78990","637PS0018_08/04/08_1","40.36057","-120.80557",0.58850139,0.94345778,0.853927527,0.610140387,0.975614941,0.965486868
"79039","637PS0130_08/27/14_1","40.41805693","-120.8534042",1.117077238,0.964970694,0.987403369,1.192303049,0.762116107,0.97108303
"79096","639PS1279_06/11/13_1","40.73356152","-120.1174334",0.86965838,1.07084182,0.939603353,0.855948482,0.874299583,1.150082483
"79147","641OWC157_07/24/13_1","41.3769","-120.14454",0.93477789,0.934736497,0.991817098,0.983655987,0.951271742,1.010925789
"79190","705PCCPCP_05/21/13_1","34.16679","-116.57254",0.861380437,0.97291973,0.938655843,1.018930777,0.769554563,0.906761713
"79496","719MISSCK_05/21/13_1","34.00778","-116.62242",1.016269873,0.821006042,1.1353362,1.155581096,1.31481448,0.879679053
"80266","719WWRAEF_06/09/10_1","34.06322","-116.820285",0.877844344,1.077926864,1.020224986,0.987157031,1.151755486,1.010925789
"80305","719WWRAEF_06/09/10_2","34.06322","-116.820285",0.967804147,1.077926864,0.997644902,0.987157031,0.963624453,0.976459734
"80339","719WWRPUS_05/13/13_1","33.98978","-116.6597",0.984216633,0.814865663,1.092040715,0.908792967,1.145143893,1.175144004
"80382","719WWRPUS_05/13/13_2","33.98978","-116.6597",0.911954853,0.963091523,1.169613398,1.192303049,1.171924542,1.175144004
"80831","722PS0611_06/08/10_1","33.11256732","-116.4447054",0.397593306,1.02890772,1.125252417,1.192303049,1.328255618,0.81683882
"80879","801BNC530_06/19/14_1","34.17799","-116.90613",1.033829222,1.056896509,1.03655516,1.063438522,0.918983354,1.022358431
"80934","801BRC184_06/30/14_1","34.16546","-117.01553",0.726059924,0.907528511,0.752809856,1.029427461,0.078846765,0.959657533
"80972","801BRC184_06/30/14_2","34.16546","-117.01553",0.701137265,1.094999861,0.742684404,1.029427461,0.11349423,1.016785018
"81019","801CCCCTT_05/15/13_1","34.1839","-117.62719",1.13514608,1.06213131,1.162190853,1.156943102,1.072198487,1.110877346
"81055","801CCWFAC_06/07/11_1","34.1902","-117.18227",0.977163551,0.898386377,1.070631039,1.077707049,1.153506027,0.918852186
"81087","801CYC398_06/05/14_1","34.13646","-117.18965",0.936875392,0.795690039,0.762963938,0.940948042,0.442979305,0.912916863
"81153","801DRC025_06/25/14_1","34.1739","-116.9839",0.961872931,0.919391892,0.948957385,1.057416469,0.582490271,0.998257185
"81198","801DRC025_06/25/14_2","34.1739","-116.9839",1.009151101,0.966952384,1.009315314,1.192303049,0.727635059,0.959657533
"81235","801EBC686_06/19/14_1","34.16918","-116.89195",0.527798359,0.824270909,0.795915231,1.092336641,0.253079753,0.810037929
"81256","801EBC686_06/19/14_2","34.16918","-116.89195",0.730502667,0.966952384,0.945826405,0.898908804,0.896532682,0.959657533
"81291","801EEWADD_06/05/12_1","34.1873","-117.5205",0.790663908,1.045624679,1.04566807,1.0964783,0.861559194,1.092954998
"81322","801ETC226_06/10/14_1","34.19146","-117.27421",0.82692268,0.966952384,0.745327613,0.919367022,0.195215476,0.984140741
"81388","801LCMFAS_05/13/13_1","34.2495","-117.51898",0.933994121,1.278112925,1.103690496,0.987872714,1.285220414,1.121776072
"81430","801LYC271_06/10/14_1","34.22931","-117.47362",1.206219644,1.088383094,1.194287293,1.192303049,1.183788592,1.09786919
"81471","801LYC600_06/23/14_1","34.23092","-117.48291",0.838077478,0.753687185,0.888495804,1.101730786,0.463226504,0.70762451
"81647","801MHC219_06/24/14_1","34.11304012","-116.9865885",0.915223056,0.858948203,0.86815103,1.192303049,0.49368391,0.884489789
"81689","801MIC042_06/09/14_1","33.94586721","-117.6143535",0.55879537,0.293879865,0.571553332,0.510118852,0.425614643,0.169954062
"81755","801MIC370_06/09/14_1","34.10012888","-117.0232024",0.737478607,0.937703553,0.845977625,0.756204194,0.777287191,0.933690494
"81804","801NLC105_06/10/14_1","34.25272629","-117.4926202",1.044467899,1.061004602,0.989637551,1.097771963,0.788672203,1.042175011
"81850","801PFB019_06/11/14_1","33.91151139","-117.612863",0.398317135,0.244909997,0.434467961,0.398755999,0.273080318,0.552840593
"81925","801PS0019_05/20/08_1","34.15507301","-117.1360622",0.745655084,0.700466241,0.856443333,0.622523453,0.706230326,0.788275077
"81955","801RB8361_06/12/14_1","33.96825","-117.44789",0.150615693,0.35946438,0.3071592,0.337426479,0.033758652,0.519866576
"82029","801S01671_07/10/12_1","34.16963","-116.82558",0.867345131,1.250369305,0.948144583,1.045507762,0.704231794,1.136480701
"82071","801S01783_07/11/12_1","34.19018","-117.27275",0.845823831,0.966952384,0.861975562,0.911481614,0.653602825,0.976459734
"82110","801S02567_07/10/12_1","34.18472","-116.89688",0.991804182,1.000676724,1.103339474,1.080827685,1.277973962,1.106804085
"82143","801S02947_06/16/14_1","33.69919","-117.81143",0.745267331,0.562064631,0.987372369,1.192303049,1.328255618,0.245563969
"82181","801S03111_06/06/12_1","34.245366","-117.610538",1.037456793,1.167138444,0.911752751,0.809713242,0.571265467,1.087701896
"82270","801S03971_06/16/14_1","33.675511","-117.827752",0.737149432,0.43346737,0.710930775,0.368503885,1.036006689,0.518217875
"82323","801S04078_07/11/12_1","33.99762","-117.72327",0.620780161,0.279070203,0.661186532,1.047100318,0.475487991,0.076174332
"82370","801S04471_07/09/12_1","34.11107","-117.14756",1.103326114,0.904193012,0.843433367,1.108191276,0.428785664,0.940615038
"82418","801S05127_06/11/13_1","34.182821","-117.009682",0.970698955,0.99468263,0.891712178,1.192303049,0.359876206,0.940615038
"82469","801S05383_06/10/13_1","34.165637","-117.015477",1.017051595,0.969936057,0.820759984,1.192303049,0.142671043,1.004758179
"82513","801S06231_06/06/13_1","34.232986","-117.430198",1.215180675,0.79110857,1.151464941,1.192303049,1.328255618,0.776556619
"82556","801S06679_06/06/13_1","34.261882","-117.469381",1.139513448,0.766739576,1.107661498,1.159503383,1.221361955,0.829822339
"82616","801S07485_06/04/13_1","33.947335","-117.614058",0.515689737,0.35063412,0.424948952,0.315781905,0.170300899,0.182458026
"82665","801S08183_06/03/13_1","34.073347","-117.304332",0.721404459,0.725841046,0.730212092,0.762135981,0.455811004,0.745429463
"82729","801S08727_06/05/13_1","34.217107","-117.461789",1.048924136,0.561062662,0.865091045,1.192303049,0.57024022,0.549829922
"82785","801S08727_06/05/13_2","34.217107","-117.461789",1.045394328,0.482889377,0.908740621,1.192303049,0.811266066,0.351125626
"82835","801S10259_06/07/12_1","33.648887","-117.698455",0.409646145,0.580901894,0.50095402,0.401650969,0.471372888,0.73749509
"82873","801S10259_06/07/12_2","33.648887","-117.698455",0.50414768,0.683522089,0.730012574,0.981934479,0.999334266,0.810037929
"82920","801S16169_06/03/13_1","33.746559","-117.593511",1.095463904,1.109633858,0.897063909,0.910798169,0.559156043,1.062487006
"82997","801S19399_06/13/13_1","33.655516","-117.762242",0.612196042,0.185098612,0.721673642,0.585865193,1.324705699,0.184355949
"83056","801S19486_06/13/13_1","33.676256","-117.826992",0.510859679,0.705499511,0.617073285,0.15815756,1.086403003,0.696871101
"83116","801SANT1x_03/12/13_1","33.70885","-117.61456",1.040693447,0.755746043,0.89543069,0.639057848,1.328255618,1.087701896
"83186","801SANT1x_04/01/13_1","33.70885","-117.61456",1.075453388,0.907604283,0.940490128,0.639057848,1.294793535,1.169124978
"83261","801SAR110_06/12/14_1","33.96352996","-117.4633859",0.228777375,0.606245201,0.303572718,0.120600322,0.13275141,0.7556308
"83324","801SAR124_06/17/14_1","34.12656","-117.07716",0.89745278,0.834188256,0.971426368,1.181139361,0.95940176,0.97108303
"83379","801SDC180_06/04/14_1","33.67623","-117.78944",0.790198293,0.336882476,0.725344352,0.362049843,1.328255618,0.287027466
"83451","801SDC418_06/02/14_1","33.68077","-117.8069",0.352666262,0.405056993,0.741748133,0.55547768,1.268138409,0.21933196
"83517","801SJR159_06/03/14_1","33.73904","-116.83089",0.762618554,0.941895583,0.698636035,0.45817703,0.647896569,1.129593723
"83609","801SNP001_05/13/14_1","34.2442","-117.50727",0.83836837,0.933228044,0.957552905,0.904344126,0.925251018,0.864445057
"83653","801SNP001_06/18/14_1","34.2442","-117.50727",1.14375621,0.940388859,0.984562478,1.097771963,0.718466145,0.853563632
"83695","801SNP002_05/13/14_1","34.2559","-117.64111",1.18958222,1.077926864,0.990328066,1.003141078,0.769747654,0.879679053
"83721","801SNP002_06/18/14_1","34.2559","-117.64111",1.237451358,0.82822091,0.813336684,1.003141078,0.381696042,0.559765137
"83787","801STW085_06/11/14_1","34.04996496","-117.2330979",0.258499804,0.863423713,0.813387842,0.910224333,0.62479104,0.874738298
"83836","801STW258_06/04/14_1","34.19146","-117.27421",0.181900608,0.830210025,0.649464134,0.70276653,0.563456681,0.893741204
"83882","801WBC106_06/25/14_1","34.15508","-116.88528",0.822382905,0.86194525,0.871709101,0.926388452,0.616775641,1.022358431
"83925","801WBC106_06/25/14_2","34.15508","-116.88528",1.141524105,0.903948103,1.06640372,1.119816289,0.932264756,1.027666443
"84022","801WE0674_05/14/13_1","34.17617","-116.9839",1.059791134,1.111651204,1.075562357,0.878515063,1.24922409,1.152025595
"84072","801WE1008_05/14/13_1","34.18128","-116.91197",0.963700307,1.267015477,1.096997028,1.063438522,1.200841782,1.114717849
"84108","801WE1132_03/26/09_1","34.13332","-116.84289",0.812788596,0.867912596,0.854764137,0.605839841,1.073816789,0.940615038
"84141","801WE1132_04/29/09_1","34.13332","-116.84289",0.577112216,0.93919539,0.766602679,0.799267678,0.75859279,0.842042122
"84176","801WE1132_06/01/09_1","34.13332","-116.84289",1.168762188,1.188901344,0.988533332,0.992695515,0.921639686,0.976459734
"84211","801WE1132_07/08/09_1","34.13332","-116.84289",0.621490895,1.188901344,1.022578993,0.992695515,1.272817616,0.893741204
"84239","801WE1132_08/19/09_1","34.13332","-116.84289",1.056412586,1.104165274,0.998462835,1.186123352,1.012221295,0.864445057
"84278","801XXX305_06/02/14_1","33.70819995","-117.7997484",0.206567013,0.38213626,0.519391886,0.137473677,1.328255618,0.349177545
"84380","802NJR147_06/26/14_1","33.79427","-116.74714",1.080854271,1.077926864,1.07436477,1.192303049,0.864673646,1.054870008
"84433","802S25949_06/04/12_1","33.794418","-116.748208",0.937984877,1.278112925,0.960201998,1.192303049,0.718998848,1.175144004
"84475","802S33361_06/05/12_1","33.739068","-116.725155",0.914125824,1.167138444,0.910620138,1.192303049,0.450250224,1.110877346
"84509","802S33561_06/04/12_1","33.743563","-116.710304",0.834723121,1.111651204,0.760695679,0.961914698,0.090361757,1.106804085
"84542","802S37697_07/12/12_1","33.87962","-117.21403",0.483190861,0.124957749,0.594917541,0.729446676,0.736636879,0
"84586","802S45233_06/12/13_1","33.769972","-116.778785",1.061112637,1.097754021,1.008537987,1.192303049,0.839487365,1.072834626
"84644","802SJR116_06/12/14_1","33.66407337","-117.2787132",0.446595518,0.970532792,0.47725569,0.128608234,0.30976638,1.087701896
