metric,comid,data_type,gageid,p50_obs,result_type,p50_pred,status_code,status,alteration_type,median_in_iqr,refgage
SP_Dur,2773562,observed,11400500,75,predicted,72,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Mag,2773562,observed,11400500,315.5,predicted,241,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Tim,2773562,observed,11400500,211.5,predicted,227.5,1,likely_unaltered,none_found,FALSE,Non-Ref
Wet_BFL_Dur,2773562,observed,11400500,89.5,predicted,102,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_10,2773562,observed,11400500,2.5,predicted,1,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Dur_2,2773562,observed,11400500,6,predicted,4,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_5,2773562,observed,11400500,3.5,predicted,2,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Fre_10,2773562,observed,11400500,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_2,2773562,observed,11400500,1.5,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_5,2773562,observed,11400500,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Dur_WS,2773722,observed,11400600,19,predicted,177.020833333333,-1,likely_altered,low,FALSE,Non-Ref
DS_Tim,2773722,observed,11400600,362,predicted,293.183333333334,-1,likely_altered,late,FALSE,Non-Ref
DS_Mag_50,2773722,observed,11400600,663,predicted,31.8757985843285,-1,likely_altered,high,FALSE,Non-Ref
DS_Mag_90,2773722,observed,11400600,1536,predicted,39.860564929368,-1,likely_altered,high,FALSE,Non-Ref
FA_Dur,2773722,observed,11400600,2,predicted,4,1,likely_unaltered,none_found,FALSE,Non-Ref
FA_Mag,2773722,observed,11400600,1765.0168216648503,predicted,65.2410029549208,-1,likely_altered,high,FALSE,Non-Ref
FA_Tim,2773722,observed,11400600,2,predicted,24.75,-1,likely_altered,early,FALSE,Non-Ref
SP_ROC,2773722,observed,11400600,0.19902120717781402,predicted,0.0625000000000001,-1,likely_altered,high,FALSE,Non-Ref
SP_Dur,2773722,observed,11400600,60.5,predicted,72,0,indeterminate,unknown,TRUE,Non-Ref
SP_Mag,2773722,observed,11400600,1680,predicted,241.030025710435,-1,likely_altered,high,FALSE,Non-Ref
SP_Tim,2773722,observed,11400600,327.5,predicted,227.5,-1,likely_altered,late,FALSE,Non-Ref
Wet_BFL_Dur,2773722,observed,11400600,247,predicted,102,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_10,2773722,observed,11400600,12,predicted,1,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_2,2773722,observed,11400600,25,predicted,4,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Dur_5,2773722,observed,11400600,46,predicted,2,-1,likely_altered,high,FALSE,Non-Ref
Peak_Fre_10,2773722,observed,11400600,5.5,predicted,1,-1,likely_altered,high,FALSE,Non-Ref
Peak_Fre_2,2773722,observed,11400600,4,predicted,2,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Fre_5,2773722,observed,11400600,8,predicted,1,-1,likely_altered,high,FALSE,Non-Ref
DS_Dur_WS,2773574,observed,11401110,53.5,predicted,155.608333333334,-1,likely_altered,low,FALSE,Non-Ref
DS_Tim,2773574,observed,11401110,362,predicted,298.9,-1,likely_altered,late,FALSE,Non-Ref
DS_Mag_50,2773574,observed,11401110,501.5,predicted,247.068522728131,0,indeterminate,high,FALSE,Non-Ref
DS_Mag_90,2773574,observed,11401110,834,predicted,314.212304264062,-1,likely_altered,high,FALSE,Non-Ref
FA_Dur,2773574,observed,11401110,2,predicted,4,1,likely_unaltered,none_found,FALSE,Non-Ref
FA_Mag,2773574,observed,11401110,1539.9837410435478,predicted,588.515379009916,1,likely_unaltered,none_found,FALSE,Non-Ref
FA_Tim,2773574,observed,11401110,1,predicted,26,-1,likely_altered,early,FALSE,Non-Ref
SP_ROC,2773574,observed,11401110,0.16349111414900888,predicted,0.0625000000000001,-1,likely_altered,high,FALSE,Non-Ref
SP_Dur,2773574,observed,11401110,61,predicted,74.1625,0,indeterminate,unknown,TRUE,Non-Ref
SP_Mag,2773574,observed,11401110,1810,predicted,2686.34577500528,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Tim,2773574,observed,11401110,315.5,predicted,229.9,-1,likely_altered,late,FALSE,Non-Ref
Wet_BFL_Dur,2773574,observed,11401110,283,predicted,102.566666666666,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_10,2773574,observed,11401110,20.5,predicted,1,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_2,2773574,observed,11401110,32.5,predicted,4,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_5,2773574,observed,11401110,8,predicted,2,-1,likely_altered,high,FALSE,Non-Ref
Peak_Fre_10,2773574,observed,11401110,3.5,predicted,1,-1,likely_altered,high,FALSE,Non-Ref
Peak_Fre_2,2773574,observed,11401110,9,predicted,2,-1,likely_altered,high,FALSE,Non-Ref
Peak_Fre_5,2773574,observed,11401110,2.5,predicted,1,1,likely_unaltered,none_found,FALSE,Non-Ref
DS_Dur_WS,2773068,observed,11401112,195,predicted,155.5,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Tim,2773068,observed,11401112,348.5,predicted,299,-1,likely_altered,late,FALSE,Non-Ref
DS_Mag_50,2773068,observed,11401112,64,predicted,249.827926938824,-1,likely_altered,low,FALSE,Non-Ref
DS_Mag_90,2773068,observed,11401112,66,predicted,314.016083983375,-1,likely_altered,low,FALSE,Non-Ref
FA_Dur,2773068,observed,11401112,5,predicted,4,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Mag,2773068,observed,11401112,152.99929208252766,predicted,593.028705221004,-1,likely_altered,low,FALSE,Non-Ref
FA_Tim,2773068,observed,11401112,23,predicted,26,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_ROC,2773068,observed,11401112,0.013245033112582781,predicted,0.0625000000000001,-1,likely_altered,low,FALSE,Non-Ref
SP_Dur,2773068,observed,11401112,69,predicted,74.2791666666666,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Mag,2773068,observed,11401112,166,predicted,2747.25392447161,-1,likely_altered,low,FALSE,Non-Ref
SP_Tim,2773068,observed,11401112,263,predicted,229.854166666667,-1,likely_altered,late,FALSE,Non-Ref
Wet_BFL_Dur,2773068,observed,11401112,73,predicted,103.4375,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_10,2773068,observed,11401112,6.5,predicted,1,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_2,2773068,observed,11401112,18,predicted,4,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Dur_5,2773068,observed,11401112,13.5,predicted,2,-1,likely_altered,high,FALSE,Non-Ref
Peak_Fre_10,2773068,observed,11401112,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_2,2773068,observed,11401112,2,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_5,2773068,observed,11401112,1.5,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Dur_WS,948020984,observed,11401500,178.5,predicted,160.775,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Tim,948020984,observed,11401500,268.5,predicted,302.391666666666,-1,likely_altered,early,FALSE,Non-Ref
DS_Mag_50,948020984,observed,11401500,44.75,predicted,96.375682624281,1,likely_unaltered,none_found,FALSE,Non-Ref
DS_Mag_90,948020984,observed,11401500,136.04999999999998,predicted,198.827457926039,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Dur,948020984,observed,11401500,3,predicted,4,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Mag,948020984,observed,11401500,149.49159863179324,predicted,375.115354639352,0,indeterminate,low,FALSE,Non-Ref
FA_Tim,948020984,observed,11401500,25,predicted,34.9625,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_ROC,948020984,observed,11401500,0.06651037638566641,predicted,0.0625000000000001,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Dur,948020984,observed,11401500,87.5,predicted,83.4958333333334,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Mag,948020984,observed,11401500,1730,predicted,1891.46567308729,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Tim,948020984,observed,11401500,177,predicted,220,1,likely_unaltered,none_found,FALSE,Non-Ref
Wet_BFL_Dur,948020984,observed,11401500,118,predicted,104.3875,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_10,948020984,observed,11401500,2,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_2,948020984,observed,11401500,8,predicted,4,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_5,948020984,observed,11401500,1,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_10,948020984,observed,11401500,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_2,948020984,observed,11401500,2,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_5,948020984,observed,11401500,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Dur_WS,8027910,observed,11402000,166,predicted,165.358333333334,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Tim,8027910,observed,11402000,278,predicted,290.083333333333,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Mag_50,8027910,observed,11402000,36.2,predicted,31.9337949274245,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Mag_90,8027910,observed,11402000,67,predicted,85.8522167042801,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Dur,8027910,observed,11402000,3,predicted,4,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Mag,8027910,observed,11402000,92.49518206145345,predicted,135.440844514243,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Tim,8027910,observed,11402000,24,predicted,25.875,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_ROC,8027910,observed,11402000,0.05309734513274336,predicted,0.0625000000000001,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Dur,8027910,observed,11402000,86,predicted,69.8,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Mag,8027910,observed,11402000,1360,predicted,1031.31840358788,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Tim,8027910,observed,11402000,181,predicted,207.375,1,likely_unaltered,none_found,FALSE,Non-Ref
Wet_BFL_Dur,8027910,observed,11402000,89,predicted,125.266666666667,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_10,8027910,observed,11402000,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_2,8027910,observed,11402000,2,predicted,4,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_5,8027910,observed,11402000,4,predicted,2,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Fre_10,8027910,observed,11402000,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_2,8027910,observed,11402000,1,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_5,8027910,observed,11402000,2,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Dur_WS,2773598,observed,11403050,56,predicted,167.833333333333,-1,likely_altered,low,FALSE,Non-Ref
DS_Tim,2773598,observed,11403050,372.5,predicted,290.683333333334,-1,likely_altered,late,FALSE,Non-Ref
DS_Mag_50,2773598,observed,11403050,1440,predicted,31.7172170025621,-1,likely_altered,high,FALSE,Non-Ref
DS_Mag_90,2773598,observed,11403050,1470,predicted,45.1633557033488,-1,likely_altered,high,FALSE,Non-Ref
FA_Dur,2773598,observed,11403050,3,predicted,4,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Mag,2773598,observed,11403050,1570.0257747491962,predicted,82.6092380284119,-1,likely_altered,high,FALSE,Non-Ref
FA_Tim,2773598,observed,11403050,2.5,predicted,25,-1,likely_altered,early,FALSE,Non-Ref
SP_ROC,2773598,observed,11403050,0.14423076923076922,predicted,0.0625000000000001,-1,likely_altered,high,FALSE,Non-Ref
SP_Dur,2773598,observed,11403050,76,predicted,69,0,indeterminate,unknown,TRUE,Non-Ref
SP_Mag,2773598,observed,11403050,1800,predicted,532.021714739342,-1,likely_altered,high,FALSE,Non-Ref
SP_Tim,2773598,observed,11403050,316,predicted,227.233333333334,-1,likely_altered,late,FALSE,Non-Ref
Wet_BFL_Dur,2773598,observed,11403050,295,predicted,129.9,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_10,2773598,observed,11403050,29,predicted,1,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_2,2773598,observed,11403050,16,predicted,4,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Dur_5,2773598,observed,11403050,4.5,predicted,2,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Fre_10,2773598,observed,11403050,4.5,predicted,1,-1,likely_altered,high,FALSE,Non-Ref
Peak_Fre_2,2773598,observed,11403050,5,predicted,2,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Fre_5,2773598,observed,11403050,2.5,predicted,1,1,likely_unaltered,none_found,FALSE,Non-Ref
DS_Dur_WS,2775196,observed,11403200,166,predicted,133.5,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Tim,2775196,observed,11403200,282,predicted,304,-1,likely_altered,early,FALSE,Non-Ref
DS_Mag_50,2775196,observed,11403200,201.5,predicted,444.340539564596,1,likely_unaltered,none_found,FALSE,Non-Ref
DS_Mag_90,2775196,observed,11403200,256,predicted,752.183407089546,-1,likely_altered,low,FALSE,Non-Ref
FA_Dur,2775196,observed,11403200,4,predicted,3,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Mag,2775196,observed,11403200,675.9490363110104,predicted,1403.83034470285,1,likely_unaltered,none_found,FALSE,Non-Ref
FA_Tim,2775196,observed,11403200,23,predicted,26,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_ROC,2775196,observed,11403200,0.026781872938476982,predicted,0.0423051409618574,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Dur,2775196,observed,11403200,92.5,predicted,83.2583333333334,0,indeterminate,unknown,TRUE,Non-Ref
SP_Mag,2775196,observed,11403200,5130,predicted,7900.43805012673,0,indeterminate,low,FALSE,Non-Ref
SP_Tim,2775196,observed,11403200,178,predicted,221,-1,likely_altered,early,FALSE,Non-Ref
Wet_BFL_Dur,2775196,observed,11403200,92,predicted,113.520833333333,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_10,2775196,observed,11403200,2.5,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_2,2775196,observed,11403200,3,predicted,3,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_5,2775196,observed,11403200,4,predicted,2.5,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Fre_10,2775196,observed,11403200,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_2,2775196,observed,11403200,1,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_5,2775196,observed,11403200,2,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Dur_WS,2775448,observed,11403450,138,predicted,168.1,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Tim,2775448,observed,11403450,310,predicted,290.583333333333,1,likely_unaltered,none_found,FALSE,Non-Ref
DS_Mag_50,2775448,observed,11403450,1.5,predicted,16.4255498645502,-1,likely_altered,low,FALSE,Non-Ref
DS_Mag_90,2775448,observed,11403450,7.640000000000001,predicted,30.4330934955904,-1,likely_altered,low,FALSE,Non-Ref
FA_Dur,2775448,observed,11403450,4.5,predicted,4,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Mag,2775448,observed,11403450,7.9476542123760785,predicted,110.734404173782,-1,likely_altered,low,FALSE,Non-Ref
FA_Tim,2775448,observed,11403450,10,predicted,24.3,0,indeterminate,early,FALSE,Non-Ref
SP_ROC,2775448,observed,11403450,0.06666666666666667,predicted,0.0625000000000001,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Dur,2775448,observed,11403450,69,predicted,71.0833333333333,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Mag,2775448,observed,11403450,40,predicted,830.63118699387,-1,likely_altered,low,FALSE,Non-Ref
SP_Tim,2775448,observed,11403450,242,predicted,232,1,likely_unaltered,none_found,TRUE,Non-Ref
Wet_BFL_Dur,2775448,observed,11403450,155.5,predicted,135.108333333334,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_10,2775448,observed,11403450,1.5,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_2,2775448,observed,11403450,3.5,predicted,4,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_5,2775448,observed,11403450,17.5,predicted,2,-1,likely_altered,high,FALSE,Non-Ref
Peak_Fre_10,2775448,observed,11403450,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_2,2775448,observed,11403450,2,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_5,2775448,observed,11403450,3,predicted,1,1,likely_unaltered,none_found,FALSE,Non-Ref
DS_Dur_WS,2775448,observed,11403530,170,predicted,168.1,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Tim,2775448,observed,11403530,291,predicted,290.583333333333,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Mag_50,2775448,observed,11403530,6.59,predicted,16.4255498645502,1,likely_unaltered,none_found,FALSE,Non-Ref
DS_Mag_90,2775448,observed,11403530,8.51,predicted,30.4330934955904,-1,likely_altered,low,FALSE,Non-Ref
FA_Dur,2775448,observed,11403530,11,predicted,4,-1,likely_altered,high,FALSE,Non-Ref
FA_Mag,2775448,observed,11403530,15.086450042450048,predicted,110.734404173782,-1,likely_altered,low,FALSE,Non-Ref
FA_Tim,2775448,observed,11403530,32,predicted,24.3,0,indeterminate,unknown,TRUE,Non-Ref
SP_ROC,2775448,observed,11403530,0.01639344262295076,predicted,0.0625000000000001,-1,likely_altered,low,FALSE,Non-Ref
SP_Dur,2775448,observed,11403530,39.5,predicted,71.0833333333333,-1,likely_altered,low,FALSE,Non-Ref
SP_Mag,2775448,observed,11403530,11.3,predicted,830.63118699387,-1,likely_altered,low,FALSE,Non-Ref
SP_Tim,2775448,observed,11403530,250,predicted,232,0,indeterminate,late,FALSE,Non-Ref
Wet_BFL_Dur,2775448,observed,11403530,54,predicted,135.108333333334,-1,likely_altered,low,FALSE,Non-Ref
Peak_Dur_10,2775448,observed,11403530,7,predicted,1,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_2,2775448,observed,11403530,31,predicted,4,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_5,2775448,observed,11403530,15,predicted,2,-1,likely_altered,high,FALSE,Non-Ref
Peak_Fre_10,2775448,observed,11403530,3,predicted,1,-1,likely_altered,high,FALSE,Non-Ref
Peak_Fre_2,2775448,observed,11403530,2,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_5,2775448,observed,11403530,2,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Dur_WS,2775422,observed,11403700,38,predicted,133,-1,likely_altered,low,FALSE,Non-Ref
DS_Tim,2775422,observed,11403700,351,predicted,304.45,-1,likely_altered,late,FALSE,Non-Ref
DS_Mag_50,2775422,observed,11403700,98,predicted,477.261803682057,-1,likely_altered,low,FALSE,Non-Ref
DS_Mag_90,2775422,observed,11403700,172.00000000000003,predicted,791.869466295912,-1,likely_altered,low,FALSE,Non-Ref
FA_Dur,2775422,observed,11403700,3,predicted,3,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Mag,2775422,observed,11403700,230.91802927057975,predicted,1479.90170028876,-1,likely_altered,low,FALSE,Non-Ref
FA_Tim,2775422,observed,11403700,3,predicted,25.4666666666667,-1,likely_altered,early,FALSE,Non-Ref
SP_ROC,2775422,observed,11403700,0.21666666666666667,predicted,0.0423051409618574,-1,likely_altered,high,FALSE,Non-Ref
SP_Dur,2775422,observed,11403700,73.5,predicted,84.6625,0,indeterminate,unknown,TRUE,Non-Ref
SP_Mag,2775422,observed,11403700,305,predicted,9133.26163546802,-1,likely_altered,low,FALSE,Non-Ref
SP_Tim,2775422,observed,11403700,281,predicted,221.25,-1,likely_altered,late,FALSE,Non-Ref
Wet_BFL_Dur,2775422,observed,11403700,241,predicted,118.5,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_10,2775422,observed,11403700,6,predicted,1,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_2,2775422,observed,11403700,8,predicted,3,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_5,2775422,observed,11403700,16.5,predicted,2.5,-1,likely_altered,high,FALSE,Non-Ref
Peak_Fre_10,2775422,observed,11403700,5,predicted,1,-1,likely_altered,high,FALSE,Non-Ref
Peak_Fre_2,2775422,observed,11403700,3.5,predicted,2,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Fre_5,2775422,observed,11403700,11.5,predicted,1,-1,likely_altered,high,FALSE,Non-Ref
DS_Dur_WS,2775456,observed,11403800,63,predicted,132.95,-1,likely_altered,low,FALSE,Non-Ref
DS_Tim,2775456,observed,11403800,343,predicted,304.575,-1,likely_altered,late,FALSE,Non-Ref
DS_Mag_50,2775456,observed,11403800,1195,predicted,477.683756315156,-1,likely_altered,high,FALSE,Non-Ref
DS_Mag_90,2775456,observed,11403800,1714.0000000000002,predicted,791.75757899571,0,indeterminate,high,FALSE,Non-Ref
FA_Dur,2775456,observed,11403800,2,predicted,3,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Mag,2775456,observed,11403800,1720.0397008867462,predicted,1481.36204740665,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Tim,2775456,observed,11403800,6,predicted,25.4666666666667,-1,likely_altered,early,FALSE,Non-Ref
SP_ROC,2775456,observed,11403800,0.0867430441898527,predicted,0.0423051409618574,-1,likely_altered,high,FALSE,Non-Ref
SP_Dur,2775456,observed,11403800,134,predicted,84.6625,0,indeterminate,high,FALSE,Non-Ref
SP_Mag,2775456,observed,11403800,3070,predicted,9180.89563249121,-1,likely_altered,low,FALSE,Non-Ref
SP_Tim,2775456,observed,11403800,219,predicted,221.345833333334,1,likely_unaltered,none_found,TRUE,Non-Ref
Wet_BFL_Dur,2775456,observed,11403800,162,predicted,118.7,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Dur_10,2775456,observed,11403800,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_2,2775456,observed,11403800,11.5,predicted,3,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Dur_5,2775456,observed,11403800,2,predicted,2.5,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_10,2775456,observed,11403800,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_2,2775456,observed,11403800,4,predicted,2,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Fre_5,2775456,observed,11403800,2,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Dur_WS,2775536,observed,11404100,66,predicted,158.9,-1,likely_altered,low,FALSE,Non-Ref
DS_Tim,2775536,observed,11404100,324,predicted,290.2,1,likely_unaltered,none_found,FALSE,Non-Ref
DS_Mag_50,2775536,observed,11404100,0.93,predicted,0.161952315083015,-1,likely_altered,high,FALSE,Non-Ref
DS_Mag_90,2775536,observed,11404100,160,predicted,0.256325784464124,-1,likely_altered,high,FALSE,Non-Ref
FA_Mag,2775536,observed,11404100,240.0000061256269,predicted,0.83411651722781,-1,likely_altered,high,FALSE,Non-Ref
FA_Tim,2775536,observed,11404100,1,predicted,24.6333333333333,-1,likely_altered,early,FALSE,Non-Ref
SP_Dur,2775536,observed,11404100,54.5,predicted,72.9125,0,indeterminate,unknown,TRUE,Non-Ref
SP_Mag,2775536,observed,11404100,279,predicted,7.39596366738216,-1,likely_altered,high,FALSE,Non-Ref
SP_Tim,2775536,observed,11404100,275,predicted,224,-1,likely_altered,late,FALSE,Non-Ref
Wet_BFL_Dur,2775536,observed,11404100,187.5,predicted,135.55,1,likely_unaltered,none_found,FALSE,Non-Ref
DS_Dur_WS,2778590,observed,11404240,28,predicted,157.670833333333,-1,likely_altered,low,FALSE,Non-Ref
DS_Tim,2778590,observed,11404240,353,predicted,289,-1,likely_altered,late,FALSE,Non-Ref
DS_Mag_50,2778590,observed,11404240,67.5,predicted,7.50968446860975,-1,likely_altered,high,FALSE,Non-Ref
DS_Mag_90,2778590,observed,11404240,69,predicted,13.5489884390955,-1,likely_altered,high,FALSE,Non-Ref
FA_Dur,2778590,observed,11404240,2,predicted,4,1,likely_unaltered,none_found,FALSE,Non-Ref
FA_Mag,2778590,observed,11404240,220.9818494666397,predicted,27.6426992519694,-1,likely_altered,high,FALSE,Non-Ref
FA_Tim,2778590,observed,11404240,2,predicted,23,-1,likely_altered,early,FALSE,Non-Ref
SP_ROC,2778590,observed,11404240,0.20793380838951916,predicted,0.0625000000000001,-1,likely_altered,high,FALSE,Non-Ref
SP_Dur,2778590,observed,11404240,53,predicted,72.7333333333333,0,indeterminate,low,FALSE,Non-Ref
SP_Mag,2778590,observed,11404240,234,predicted,287.176372282658,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Tim,2778590,observed,11404240,318.5,predicted,222.275,-1,likely_altered,late,FALSE,Non-Ref
Wet_BFL_Dur,2778590,observed,11404240,304,predicted,138.5,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_10,2778590,observed,11404240,11,predicted,1,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_2,2778590,observed,11404240,15,predicted,4,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Dur_5,2778590,observed,11404240,6,predicted,2,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Fre_10,2778590,observed,11404240,3,predicted,1,-1,likely_altered,high,FALSE,Non-Ref
Peak_Fre_2,2778590,observed,11404240,2.5,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_5,2778590,observed,11404240,2,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Dur_WS,2775564,observed,11404300,169,predicted,157.55,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Tim,2775564,observed,11404300,280.5,predicted,289.291666666667,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Mag_50,2775564,observed,11404300,4.85,predicted,8.11189020389276,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Mag_90,2775564,observed,11404300,6.6,predicted,14.6647285242937,1,likely_unaltered,none_found,FALSE,Non-Ref
FA_Dur,2775564,observed,11404300,4.5,predicted,4,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Mag,2775564,observed,11404300,32.49783113645228,predicted,29.6233120978315,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Tim,2775564,observed,11404300,37,predicted,23,1,likely_unaltered,none_found,FALSE,Non-Ref
SP_ROC,2775564,observed,11404300,0.0442110405471421,predicted,0.0625000000000001,1,likely_unaltered,none_found,FALSE,Non-Ref
SP_Dur,2775564,observed,11404300,78.5,predicted,72.75,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Mag,2775564,observed,11404300,345.5,predicted,295.609185053921,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Tim,2775564,observed,11404300,174.5,predicted,221.25,1,likely_unaltered,none_found,FALSE,Non-Ref
Wet_BFL_Dur,2775564,observed,11404300,54,predicted,137.15,-1,likely_altered,low,FALSE,Non-Ref
