metric,comid,data_type,gageid,p50_obs,result_type,p50_pred,status_code,status,alteration_type,median_in_iqr,refgage
SP_Dur,22557960,observed,11057500,113,predicted,67.95,1,likely_unaltered,none_found,FALSE,Non-Ref
SP_Mag,22557960,observed,11057500,68.3,predicted,92.3634234860779,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Tim,22557960,observed,11057500,188,predicted,188.7,1,likely_unaltered,none_found,TRUE,Non-Ref
Wet_BFL_Dur,22557960,observed,11057500,102,predicted,116.958333333333,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_10,22557960,observed,11057500,2,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_2,22557960,observed,11057500,2,predicted,3,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_5,22557960,observed,11057500,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_10,22557960,observed,11057500,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_2,22557960,observed,11057500,2,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_5,22557960,observed,11057500,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Dur_WS,22555146,observed,11058500,168.5,predicted,164.0625,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Tim,22555146,observed,11058500,284,predicted,289.633333333333,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Mag_50,22555146,observed,11058500,0.7324999999999999,predicted,0.477569988822101,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Mag_90,22555146,observed,11058500,1.8490000000000002,predicted,1.04996175702136,1,likely_unaltered,none_found,FALSE,Non-Ref
FA_Dur,22555146,observed,11058500,4,predicted,4,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Mag,22555146,observed,11058500,6.299256141865341,predicted,3.34627475638333,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Tim,22555146,observed,11058500,27,predicted,38.7041666666667,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_ROC,22555146,observed,11058500,0.06259469696969693,predicted,0.0714285714285714,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Dur,22555146,observed,11058500,78,predicted,93.45,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Mag,22555146,observed,11058500,18.4,predicted,10.015570646992,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Tim,22555146,observed,11058500,191,predicted,186.0625,1,likely_unaltered,none_found,TRUE,Non-Ref
Wet_BFL_Dur,22555146,observed,11058500,106,predicted,102.0625,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_10,22555146,observed,11058500,2,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_2,22555146,observed,11058500,2.5,predicted,3,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_5,22555146,observed,11058500,1.5,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_10,22555146,observed,11058500,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_2,22555146,observed,11058500,2,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_5,22555146,observed,11058500,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Dur_WS,24843752,observed,11059300,183,predicted,171.7,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Tim,24843752,observed,11059300,249,predicted,277.645833333333,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Mag_50,24843752,observed,11059300,2.045,predicted,0.932885260460682,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Mag_90,24843752,observed,11059300,7.786999999999999,predicted,3.34632069205079,0,indeterminate,unknown,TRUE,Non-Ref
FA_Dur,24843752,observed,11059300,3,predicted,4,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Mag,24843752,observed,11059300,69.96031943346716,predicted,24.8074007161917,1,likely_unaltered,none_found,FALSE,Non-Ref
FA_Tim,24843752,observed,11059300,14,predicted,41.25,1,likely_unaltered,none_found,FALSE,Non-Ref
SP_ROC,24843752,observed,11059300,0.09646072626691257,predicted,0.0714285714285714,0,indeterminate,unknown,TRUE,Non-Ref
SP_Dur,24843752,observed,11059300,63,predicted,67.95,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Mag,24843752,observed,11059300,469,predicted,92.4098536948359,1,likely_unaltered,none_found,FALSE,Non-Ref
SP_Tim,24843752,observed,11059300,182,predicted,188.725,1,likely_unaltered,none_found,TRUE,Non-Ref
Wet_BFL_Dur,24843752,observed,11059300,116,predicted,116.866666666667,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_10,24843752,observed,11059300,2,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_2,24843752,observed,11059300,2,predicted,3,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_5,24843752,observed,11059300,2,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_10,24843752,observed,11059300,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_2,24843752,observed,11059300,1,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_5,24843752,observed,11059300,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Dur_WS,22557922,observed,11060400,118,predicted,154.383333333333,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Tim,22557922,observed,11060400,313,predicted,293,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Mag_50,22557922,observed,11060400,0.86,predicted,11.9087192993587,-1,likely_altered,low,FALSE,Non-Ref
DS_Mag_90,22557922,observed,11060400,1.244,predicted,23.4241714291798,-1,likely_altered,low,FALSE,Non-Ref
FA_Dur,22557922,observed,11060400,4,predicted,4,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Mag,22557922,observed,11060400,17.985356262812594,predicted,75.6697914975951,1,likely_unaltered,none_found,FALSE,Non-Ref
FA_Tim,22557922,observed,11060400,13,predicted,40.6833333333334,1,likely_unaltered,none_found,FALSE,Non-Ref
SP_ROC,22557922,observed,11060400,0.11764705882352941,predicted,0.0714285714285714,1,likely_unaltered,none_found,FALSE,Non-Ref
SP_Dur,22557922,observed,11060400,97,predicted,87.9,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Mag,22557922,observed,11060400,44.6,predicted,282.327000151277,-1,likely_altered,low,FALSE,Non-Ref
SP_Tim,22557922,observed,11060400,199,predicted,186.9875,1,likely_unaltered,none_found,TRUE,Non-Ref
Wet_BFL_Dur,22557922,observed,11060400,137,predicted,102.458333333333,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_10,22557922,observed,11060400,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_2,22557922,observed,11060400,2,predicted,3,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_5,22557922,observed,11060400,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_10,22557922,observed,11060400,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_2,22557922,observed,11060400,1,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_5,22557922,observed,11060400,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Dur_WS,24843814,observed,11060900,81,predicted,144.645833333333,-1,likely_altered,low,FALSE,Non-Ref
DS_Tim,24843814,observed,11060900,330,predicted,298.666666666667,1,likely_unaltered,none_found,FALSE,Non-Ref
DS_Mag_50,24843814,observed,11060900,7.3,predicted,9.21503323114488,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Mag_90,24843814,observed,11060900,8.340000000000002,predicted,14.1659811745515,1,likely_unaltered,none_found,FALSE,Non-Ref
FA_Dur,24843814,observed,11060900,4,predicted,4,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Mag,24843814,observed,11060900,12.915886629723634,predicted,26.8857534081071,1,likely_unaltered,none_found,FALSE,Non-Ref
FA_Tim,24843814,observed,11060900,6,predicted,41,-1,likely_altered,early,FALSE,Non-Ref
SP_ROC,24843814,observed,11060900,0.05028209495422611,predicted,0.0625000000000001,0,indeterminate,unknown,TRUE,Non-Ref
SP_Dur,24843814,observed,11060900,114,predicted,106.266666666667,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Mag,24843814,observed,11060900,17,predicted,132.023955601944,-1,likely_altered,low,FALSE,Non-Ref
SP_Tim,24843814,observed,11060900,211,predicted,192.0625,1,likely_unaltered,none_found,TRUE,Non-Ref
Wet_BFL_Dur,24843814,observed,11060900,167,predicted,98.325,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_10,24843814,observed,11060900,100.5,predicted,1,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_2,24843814,observed,11060900,123,predicted,4,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_5,24843814,observed,11060900,89.5,predicted,2,-1,likely_altered,high,FALSE,Non-Ref
Peak_Fre_10,24843814,observed,11060900,12.5,predicted,1,-1,likely_altered,high,FALSE,Non-Ref
Peak_Fre_2,24843814,observed,11060900,6,predicted,2,-1,likely_altered,high,FALSE,Non-Ref
Peak_Fre_5,24843814,observed,11060900,7,predicted,1,-1,likely_altered,high,FALSE,Non-Ref
DS_Dur_WS,24843814,observed,11061000,116,predicted,144.645833333333,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Tim,24843814,observed,11061000,334.5,predicted,298.666666666667,-1,likely_altered,late,FALSE,Non-Ref
DS_Mag_50,24843814,observed,11061000,3.2,predicted,9.21503323114488,-1,likely_altered,low,FALSE,Non-Ref
DS_Mag_90,24843814,observed,11061000,3.5149999999999997,predicted,14.1659811745515,-1,likely_altered,low,FALSE,Non-Ref
FA_Dur,24843814,observed,11061000,3,predicted,4,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Mag,24843814,observed,11061000,3.0153711360001356,predicted,26.8857534081071,-1,likely_altered,low,FALSE,Non-Ref
FA_Tim,24843814,observed,11061000,1,predicted,41,-1,likely_altered,early,FALSE,Non-Ref
SP_ROC,24843814,observed,11061000,0.03947584252907846,predicted,0.0625000000000001,0,indeterminate,low,FALSE,Non-Ref
SP_Dur,24843814,observed,11061000,154,predicted,106.266666666667,1,likely_unaltered,none_found,FALSE,Non-Ref
SP_Mag,24843814,observed,11061000,8.51,predicted,132.023955601944,-1,likely_altered,low,FALSE,Non-Ref
SP_Tim,24843814,observed,11061000,168.5,predicted,192.0625,0,indeterminate,unknown,TRUE,Non-Ref
Wet_BFL_Dur,24843814,observed,11061000,86.5,predicted,98.325,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_10,24843814,observed,11061000,13,predicted,1,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_2,24843814,observed,11061000,44,predicted,4,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_5,24843814,observed,11061000,10,predicted,2,-1,likely_altered,high,FALSE,Non-Ref
Peak_Fre_10,24843814,observed,11061000,3,predicted,1,-1,likely_altered,high,FALSE,Non-Ref
Peak_Fre_2,24843814,observed,11061000,3,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_5,24843814,observed,11061000,2,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Dur_WS,22554826,observed,11062000,190,predicted,146.8,0,indeterminate,high,FALSE,Non-Ref
DS_Tim,22554826,observed,11062000,258.5,predicted,297.983333333334,-1,likely_altered,early,FALSE,Non-Ref
DS_Mag_50,22554826,observed,11062000,0.08,predicted,9.01418977109843,-1,likely_altered,low,FALSE,Non-Ref
DS_Mag_90,22554826,observed,11062000,0.8850000000000005,predicted,13.9498319991255,-1,likely_altered,low,FALSE,Non-Ref
FA_Dur,22554826,observed,11062000,4,predicted,4,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Mag,22554826,observed,11062000,20.031386698196915,predicted,26.6923190236376,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Tim,22554826,observed,11062000,27.5,predicted,41.275,1,likely_unaltered,none_found,FALSE,Non-Ref
SP_ROC,22554826,observed,11062000,0.061224489795918505,predicted,0.0625000000000001,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Dur,22554826,observed,11062000,119,predicted,106.958333333333,0,indeterminate,unknown,TRUE,Non-Ref
SP_Mag,22554826,observed,11062000,75.5,predicted,139.93058248218,0,indeterminate,low,FALSE,Non-Ref
SP_Tim,22554826,observed,11062000,154,predicted,192.5625,1,likely_unaltered,none_found,FALSE,Non-Ref
Wet_BFL_Dur,22554826,observed,11062000,61,predicted,97.6458333333333,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Dur_10,22554826,observed,11062000,2,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_2,22554826,observed,11062000,2.5,predicted,4,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_5,22554826,observed,11062000,4,predicted,2,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Fre_10,22554826,observed,11062000,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_2,22554826,observed,11062000,2,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_5,22554826,observed,11062000,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Dur_WS,22554826,observed,11062001,131.5,predicted,146.8,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Tim,22554826,observed,11062001,307.5,predicted,297.983333333334,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Mag_50,22554826,observed,11062001,15,predicted,9.01418977109843,1,likely_unaltered,none_found,FALSE,Non-Ref
DS_Mag_90,22554826,observed,11062001,18.65,predicted,13.9498319991255,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Dur,22554826,observed,11062001,3,predicted,4,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Mag,22554826,observed,11062001,49.288438674358716,predicted,26.6923190236376,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Tim,22554826,observed,11062001,59,predicted,41.275,1,likely_unaltered,none_found,FALSE,Non-Ref
SP_ROC,22554826,observed,11062001,0.038461538461538464,predicted,0.0625000000000001,1,likely_unaltered,none_found,FALSE,Non-Ref
SP_Dur,22554826,observed,11062001,143,predicted,106.958333333333,1,likely_unaltered,none_found,FALSE,Non-Ref
SP_Mag,22554826,observed,11062001,67.5,predicted,139.93058248218,1,likely_unaltered,none_found,FALSE,Non-Ref
SP_Tim,22554826,observed,11062001,157.5,predicted,192.5625,1,likely_unaltered,none_found,FALSE,Non-Ref
Wet_BFL_Dur,22554826,observed,11062001,78,predicted,97.6458333333333,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_10,22554826,observed,11062001,4,predicted,1,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Dur_2,22554826,observed,11062001,2.5,predicted,4,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_5,22554826,observed,11062001,4,predicted,2,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Fre_10,22554826,observed,11062001,2,predicted,1,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Fre_2,22554826,observed,11062001,1.5,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_5,22554826,observed,11062001,1.5,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Dur_WS,24843814,observed,11062300,118,predicted,144.645833333333,0,indeterminate,unknown,TRUE,Non-Ref
DS_Tim,24843814,observed,11062300,326.5,predicted,298.666666666667,1,likely_unaltered,none_found,FALSE,Non-Ref
DS_Mag_50,24843814,observed,11062300,2.6,predicted,9.21503323114488,-1,likely_altered,low,FALSE,Non-Ref
DS_Mag_90,24843814,observed,11062300,3.2,predicted,14.1659811745515,-1,likely_altered,low,FALSE,Non-Ref
FA_Dur,24843814,observed,11062300,16,predicted,4,-1,likely_altered,high,FALSE,Non-Ref
FA_Mag,24843814,observed,11062300,3.3117130995858295,predicted,26.8857534081071,-1,likely_altered,low,FALSE,Non-Ref
FA_Tim,24843814,observed,11062300,3,predicted,41,-1,likely_altered,early,FALSE,Non-Ref
SP_ROC,24843814,observed,11062300,0.031558344058344005,predicted,0.0625000000000001,-1,likely_altered,low,FALSE,Non-Ref
SP_Dur,24843814,observed,11062300,78.5,predicted,106.266666666667,0,indeterminate,low,FALSE,Non-Ref
SP_Mag,24843814,observed,11062300,5.1,predicted,132.023955601944,-1,likely_altered,low,FALSE,Non-Ref
SP_Tim,24843814,observed,11062300,222.5,predicted,192.0625,0,indeterminate,late,FALSE,Non-Ref
Wet_BFL_Dur,24843814,observed,11062300,150,predicted,98.325,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Dur_10,24843814,observed,11062300,3,predicted,1,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Dur_2,24843814,observed,11062300,34,predicted,4,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_5,24843814,observed,11062300,12,predicted,2,-1,likely_altered,high,FALSE,Non-Ref
Peak_Fre_10,24843814,observed,11062300,2,predicted,1,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Fre_2,24843814,observed,11062300,5,predicted,2,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Fre_5,24843814,observed,11062300,3,predicted,1,1,likely_unaltered,none_found,FALSE,Non-Ref
DS_Dur_WS,24843814,observed,11062399,256,predicted,144.645833333333,-1,likely_altered,high,FALSE,Non-Ref
DS_Tim,24843814,observed,11062399,285.5,predicted,298.666666666667,0,indeterminate,unknown,TRUE,Non-Ref
DS_Mag_50,24843814,observed,11062399,0,predicted,9.21503323114488,-1,likely_altered,low,FALSE,Non-Ref
DS_Mag_90,24843814,observed,11062399,0.13400000000000034,predicted,14.1659811745515,-1,likely_altered,low,FALSE,Non-Ref
FA_Dur,24843814,observed,11062399,6,predicted,4,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Mag,24843814,observed,11062399,5.746909052736088,predicted,26.8857534081071,-1,likely_altered,low,FALSE,Non-Ref
FA_Tim,24843814,observed,11062399,26,predicted,41,1,likely_unaltered,none_found,FALSE,Non-Ref
SP_ROC,24843814,observed,11062399,0.05294443358738843,predicted,0.0625000000000001,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Dur,24843814,observed,11062399,79.5,predicted,106.266666666667,1,likely_unaltered,none_found,FALSE,Non-Ref
SP_Mag,24843814,observed,11062399,16.5,predicted,132.023955601944,-1,likely_altered,low,FALSE,Non-Ref
SP_Tim,24843814,observed,11062399,203.5,predicted,192.0625,0,indeterminate,unknown,TRUE,Non-Ref
Wet_BFL_Dur,24843814,observed,11062399,106,predicted,98.325,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_10,24843814,observed,11062399,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_2,24843814,observed,11062399,98,predicted,4,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_5,24843814,observed,11062399,13.5,predicted,2,-1,likely_altered,high,FALSE,Non-Ref
Peak_Fre_10,24843814,observed,11062399,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_2,24843814,observed,11062399,4,predicted,2,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Fre_5,24843814,observed,11062399,2.5,predicted,1,1,likely_unaltered,none_found,FALSE,Non-Ref
DS_Dur_WS,24843814,observed,11062400,106,predicted,144.645833333333,0,indeterminate,low,FALSE,Non-Ref
DS_Tim,24843814,observed,11062400,327.5,predicted,298.666666666667,0,indeterminate,late,FALSE,Non-Ref
DS_Mag_50,24843814,observed,11062400,0,predicted,9.21503323114488,-1,likely_altered,low,FALSE,Non-Ref
DS_Mag_90,24843814,observed,11062400,0.028000000000000115,predicted,14.1659811745515,-1,likely_altered,low,FALSE,Non-Ref
FA_Dur,24843814,observed,11062400,5,predicted,4,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Mag,24843814,observed,11062400,6.582938503397365,predicted,26.8857534081071,-1,likely_altered,low,FALSE,Non-Ref
FA_Tim,24843814,observed,11062400,27,predicted,41,1,likely_unaltered,none_found,FALSE,Non-Ref
SP_ROC,24843814,observed,11062400,0.06350806451612909,predicted,0.0625000000000001,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Dur,24843814,observed,11062400,93,predicted,106.266666666667,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Mag,24843814,observed,11062400,13.5,predicted,132.023955601944,-1,likely_altered,low,FALSE,Non-Ref
SP_Tim,24843814,observed,11062400,211.5,predicted,192.0625,0,indeterminate,unknown,TRUE,Non-Ref
Wet_BFL_Dur,24843814,observed,11062400,125,predicted,98.325,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_10,24843814,observed,11062400,10,predicted,1,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_2,24843814,observed,11062400,49,predicted,4,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_5,24843814,observed,11062400,9,predicted,2,-1,likely_altered,high,FALSE,Non-Ref
Peak_Fre_10,24843814,observed,11062400,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_2,24843814,observed,11062400,4,predicted,2,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Fre_5,24843814,observed,11062400,2,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Dur_WS,24843814,observed,11062402,106,predicted,144.645833333333,0,indeterminate,low,FALSE,Non-Ref
DS_Tim,24843814,observed,11062402,320,predicted,298.666666666667,0,indeterminate,late,FALSE,Non-Ref
DS_Mag_50,24843814,observed,11062402,0,predicted,9.21503323114488,-1,likely_altered,low,FALSE,Non-Ref
DS_Mag_90,24843814,observed,11062402,0.03800000000000011,predicted,14.1659811745515,-1,likely_altered,low,FALSE,Non-Ref
FA_Dur,24843814,observed,11062402,3.5,predicted,4,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Mag,24843814,observed,11062402,9.98382349271866,predicted,26.8857534081071,1,likely_unaltered,none_found,FALSE,Non-Ref
FA_Tim,24843814,observed,11062402,16.5,predicted,41,1,likely_unaltered,none_found,FALSE,Non-Ref
SP_ROC,24843814,observed,11062402,0.06666666666666665,predicted,0.0625000000000001,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Dur,24843814,observed,11062402,100,predicted,106.266666666667,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Mag,24843814,observed,11062402,19.5,predicted,132.023955601944,-1,likely_altered,low,FALSE,Non-Ref
SP_Tim,24843814,observed,11062402,211.5,predicted,192.0625,0,indeterminate,unknown,TRUE,Non-Ref
Wet_BFL_Dur,24843814,observed,11062402,122.5,predicted,98.325,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_10,24843814,observed,11062402,11,predicted,1,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_2,24843814,observed,11062402,99.5,predicted,4,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_5,24843814,observed,11062402,4,predicted,2,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Fre_10,24843814,observed,11062402,3,predicted,1,-1,likely_altered,high,FALSE,Non-Ref
Peak_Fre_2,24843814,observed,11062402,5.5,predicted,2,-1,likely_altered,high,FALSE,Non-Ref
Peak_Fre_5,24843814,observed,11062402,3,predicted,1,1,likely_unaltered,none_found,FALSE,Non-Ref
DS_Dur_WS,24843814,observed,11062450,232,predicted,144.645833333333,-1,likely_altered,high,FALSE,Non-Ref
DS_Tim,24843814,observed,11062450,350.5,predicted,298.666666666667,-1,likely_altered,late,FALSE,Non-Ref
DS_Mag_50,24843814,observed,11062450,0,predicted,9.21503323114488,-1,likely_altered,low,FALSE,Non-Ref
DS_Mag_90,24843814,observed,11062450,0.03700000000000017,predicted,14.1659811745515,-1,likely_altered,low,FALSE,Non-Ref
FA_Dur,24843814,observed,11062450,4,predicted,4,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Mag,24843814,observed,11062450,3.274957400063659,predicted,26.8857534081071,-1,likely_altered,low,FALSE,Non-Ref
FA_Tim,24843814,observed,11062450,51.5,predicted,41,1,likely_unaltered,none_found,FALSE,Non-Ref
SP_ROC,24843814,observed,11062450,0.1653329974941228,predicted,0.0625000000000001,-1,likely_altered,high,FALSE,Non-Ref
SP_Dur,24843814,observed,11062450,79,predicted,106.266666666667,1,likely_unaltered,none_found,FALSE,Non-Ref
SP_Mag,24843814,observed,11062450,15.5,predicted,132.023955601944,-1,likely_altered,low,FALSE,Non-Ref
SP_Tim,24843814,observed,11062450,280.5,predicted,192.0625,-1,likely_altered,late,FALSE,Non-Ref
Wet_BFL_Dur,24843814,observed,11062450,110.5,predicted,98.325,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_10,24843814,observed,11062450,4,predicted,1,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Dur_2,24843814,observed,11062450,58,predicted,4,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_5,24843814,observed,11062450,6,predicted,2,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Fre_10,24843814,observed,11062450,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_2,24843814,observed,11062450,7,predicted,2,-1,likely_altered,high,FALSE,Non-Ref
Peak_Fre_5,24843814,observed,11062450,1.5,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Dur_WS,22555654,observed,11062700,119,predicted,138.016666666667,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Tim,22555654,observed,11062700,312,predicted,299,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Mag_50,22555654,observed,11062700,11.5,predicted,7.92630897871027,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Mag_90,22555654,observed,11062700,13,predicted,13.7641788639574,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Dur,22555654,observed,11062700,1,predicted,5,-1,likely_altered,low,FALSE,Non-Ref
FA_Mag,22555654,observed,11062700,45.12986858011785,predicted,27.89927275569,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Tim,22555654,observed,11062700,0,predicted,40.7,-1,likely_altered,early,FALSE,Non-Ref
SP_ROC,22555654,observed,11062700,0.02964254577157803,predicted,0.0759493670886077,-1,likely_altered,low,FALSE,Non-Ref
SP_Dur,22555654,observed,11062700,101,predicted,99.9,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Mag,22555654,observed,11062700,22,predicted,131.760914883189,-1,likely_altered,low,FALSE,Non-Ref
SP_Tim,22555654,observed,11062700,222,predicted,187.75,1,likely_unaltered,none_found,FALSE,Non-Ref
Wet_BFL_Dur,22555654,observed,11062700,168.5,predicted,101.295833333333,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_10,22555654,observed,11062700,6,predicted,1,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_2,22555654,observed,11062700,24,predicted,3,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_5,22555654,observed,11062700,23,predicted,2,-1,likely_altered,high,FALSE,Non-Ref
Peak_Fre_10,22555654,observed,11062700,3,predicted,1,-1,likely_altered,high,FALSE,Non-Ref
Peak_Fre_2,22555654,observed,11062700,3,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_5,22555654,observed,11062700,5,predicted,1,-1,likely_altered,high,FALSE,Non-Ref
DS_Dur_WS,22555654,observed,11062800,110,predicted,138.016666666667,0,indeterminate,unknown,TRUE,Non-Ref
