0.001,5,3,0.75,0.16652033325315968
0.003,5,3,0.75,0.1652175732388682
0.005,5,3,0.75,0.16601245170295909
0.001,5,5,0.75,0.1704055462548501
0.003,5,5,0.75,0.16832582850517064
0.005,5,5,0.75,0.16613114507646284
0.001,5,10,0.75,0.1646998384977745
0.003,5,10,0.75,0.16281789492748944
0.005,5,10,0.75,0.1616484436636129
0.001,5,3,0.8,0.1675750789420054
0.003,5,3,0.8,0.1666658591772664
0.005,5,3,0.8,0.17121095637269745
0.001,5,5,0.8,0.17101620289156974
0.003,5,5,0.8,0.16956862565845446
0.005,5,5,0.8,0.1684357528907834
0.001,5,10,0.8,0.16663963258561085
0.003,5,10,0.8,0.16249744798180252
0.005,5,10,0.8,0.1643146776484774
