,OoverE.d,MMI.d,OoverE.sba,MMI.sba,OoverE.hybrid,MMI.hybrid
404BA0808_06/03/14_1,0.905442581,0.600390074,1.166549285,0.894220687,1.010370432,0.944740813
404M04532_07/14/15_1,1.078743531,0.614302003,NA,NA,0.820820844,0.842199292
404M07346_07/01/15_1,0.678668825,0.228350846,NA,NA,0.500129517,0.78961477
404M07349_07/15/15_1,0.669865732,0.566421633,NA,NA,0.451469557,0.774032093
404S02920_05/12/09_1,1.075966806,0.399160253,0.679232883,0.858948203,0.957101063,0.74150559
404S03048_05/13/09_1,1.088802206,0.21477343,0.796386168,0.740634795,0.809734498,0.573121652
404S05992_05/12/09_1,0.759188318,0.213734978,0.518630104,0.689489435,0.69978278,0.685620767
404S08040_05/12/09_1,0.458104163,0.445225804,1.02352226,0.321604726,0.517995767,0.673825111
404S08616_05/13/09_1,0.902783942,0.636372312,0.79913326,0.774184179,0.790791317,0.880252384
404S11880_06/07/11_1,0.856196927,0.451138405,0.780547204,0.40249719,0.818147143,0.398879578
404S13160_06/21/10_1,1.107077991,0.822749872,0.78168048,0.942179063,1.125814873,1.004254716
404S13416_06/08/11_1,0.903692966,0.571904714,0.22426266,0.488617673,0.766447806,0.487708461
404S13672_06/08/11_1,0.95610471,0.625206971,0.624396256,0.353720312,0.883808872,0.626940942
404S14952_06/15/11_1,0.965116694,0.5972633,0.518968487,0.555233471,0.988362736,0.660430427
404S16232_06/09/11_1,1.117808548,0.534327112,0.428971465,0.517033621,0.886057417,0.631639838
404S16516_05/18/09_1,0.896793371,0.393787017,0.427354961,0.433802761,0.679945388,0.494921588
404S17016_06/05/13_1,0.803863653,0.35510271,1.395674934,0.777405027,1.023219348,0.82384622
404S17664_05/20/09_1,0.856046491,0.446262143,0.453582551,0.814380298,0.77924054,0.822590928
404S18250_06/05/13_1,0.666612272,0.393229859,0.802847263,0.659032249,0.779564992,0.852149272
404S18666_06/15/11_1,1.061921094,0.784575283,0.788675977,0.617342649,0.955303872,0.670757112
404S22464_05/19/09_1,0.85355433,0.389866978,0.446542409,0.341310654,0.776427474,0.50017138
404S24066_06/04/13_1,0.431741403,0.44740026,1.549224543,0.530881709,0.627698371,0.859311789
404S25668_06/23/10_1,0.857551061,0.553256113,0.506571391,0.368807761,0.826970872,0.669126887
404S26670_06/18/12_1,1.111451165,0.462739089,0.391374315,0.889702244,0.867848124,0.579269098
404S26868_06/26/12_1,0.789185321,0.373931344,0.444163975,0.334776347,0.745967457,0.353636581
404S27470_06/19/12_1,1.076346739,0.695287441,0.800074994,0.723213776,0.993483819,0.712441694
404S28068_06/20/12_1,0.854863205,0.310664703,0.564639791,0.730725107,0.826125031,0.507817292
404S28270_06/18/12_1,1.115589404,0.668768564,0.43217151,0.727470191,1.055093603,0.599807881
404S31468_06/19/12_1,1.059376598,0.852724342,1.571244056,0.867912596,1.042276864,1.023406387
404S33670_06/19/12_1,0.324282555,0.719490247,1.456713549,0.629755743,0.425371617,0.937216812
404S34120_06/21/12_1,1.196289992,0.750990191,0.789991461,0.800463916,0.99310935,0.722095035
404S35270_06/20/12_1,0.747723848,0.586767437,0.565866647,0.28759873,0.742364223,0.608782759
404S37670_06/06/13_1,0.856366313,0.422870368,0.455425929,0.973249207,0.930384383,0.573675451
404S44210_06/20/13_1,0.804658528,0.521094604,0.910218529,0.523064916,0.811711255,0.766308633
404S44532_06/04/13_1,1.143507216,0.946884704,1.393320643,1.139008491,1.213793455,1.038282813
404S44642_06/04/13_1,0.970779678,0.616254888,1.548343731,0.586811205,1.021539512,0.938779562
405M10598_06/30/15_1,0.787877684,0.263900321,NA,NA,0.681471211,0.753993258
405M10599_06/30/15_1,0.975237769,0.906485697,NA,NA,0.696639052,1.038758992
407M01516_06/24/15_1,0.519242523,0.215732224,NA,NA,0.348045843,0.989614304
408BA0580_05/07/08_1,0.671988701,0.282534454,0.794430127,0.238120163,0.654954441,0.682878704
408BA0916_05/08/08_1,0.942892833,0.464493559,0.446419016,0.479475167,0.70129273,0.620996427
408BH5Axx_06/18/10_1,0.89624369,0.511991215,0.4062223,0.309851967,0.765957201,0.427551465
408BH5Bxx_06/18/10_1,0.802998911,0.402656244,0.40615262,0.309851967,0.702607646,0.424397244
408BH5Cxx_06/18/10_1,0.71377681,0.516758659,0.40615262,0.347828737,0.638701032,0.561519835
408BH6Axx_06/21/10_1,0.944034079,0.532047482,0.44111945,0.758330682,0.717294483,0.541029205
408BH6Bxx_06/21/10_1,0.943526315,0.702988951,0.440620129,0.895897289,0.716879876,0.718496312
408BH6Cxx_06/21/10_1,1.062656414,0.627952283,0.661772049,0.850894231,0.84796171,0.605236528
408M03005_06/15/15_1,0.664274817,0.732189639,0.849419811,1.15438247,0.671222901,1.018096544
408M03015_06/15/15_1,1.110148973,0.454910791,NA,NA,0.831921825,0.669880298
408M03019_07/14/15_1,0.628767784,0.431757081,NA,NA,0.450730986,0.728700645
408PS0032_05/21/08_1,0.497725504,0.105182959,0.620839986,0.418020581,0.54683081,0.700607896
412BH4Cxx_06/18/10_1,0.777830829,0.663775331,0.434178857,0.840155602,0.693373172,0.861216963
412CE0232_07/16/15_1,0.377404492,0.34913161,NA,NA,0.255788622,0.791525545
412M08597_07/16/15_1,0.601867048,0.419788785,NA,NA,0.383751121,0.741194741
412M08599_09/30/15_1,0.809043108,0.170046741,NA,NA,0.508884182,0.587403572
412M08602_09/30/15_1,0.403680753,0.02791906,NA,NA,0.283444566,0.70717757
412PS0020_05/22/08_1,0.604464436,0.688462977,0.436540229,0.199113493,0.659945381,0.642782683
412PS0040_05/20/08_1,1.076500145,0.387836005,0.851622738,0.836446016,1.029228993,0.591505656
412PS0052_05/20/08_1,0.724103831,0.399163419,0.922988325,0.230173035,0.810669795,0.530582989
504PS0019_06/30/08_1,0.999104594,1.141592491,0.859779316,0.648436378,0.950798228,0.816950922
504PS0238_07/29/09_1,0.898588452,1.315273467,1.446459485,0.913495857,1.123231744,1.123140757
504PS0243_06/09/09_1,1.150941888,0.581507075,0.834403609,0.703037753,1.021798835,0.7695072
504PS0295_07/05/11_1,1.09498439,1.246043798,0.8039928,1.114038143,0.949515525,0.858887298
504PS0371_07/07/10_1,1.064340261,0.900570792,0.763355303,0.37082959,1.05956533,0.740259328
504PS0595_06/04/13_1,1.103468797,1.107257938,0.955751875,0.545267667,1.193612341,1.067379042
507PS0286_07/13/11_1,0.999500753,0.673492764,0.559742964,1.167138444,0.908291903,1.029154137
507RCABRS_10/21/14_1,1.125216487,0.964767296,1.646074965,1.167138444,1.277403909,0.719546163
508CR1011_07/16/13_1,0.973938346,0.810390078,NA,NA,0.697129468,0.83739344
508PS0618_06/03/13_1,1.099846153,1.15532487,0.887388511,0.675604252,1.143028651,0.957215088
509BCCH32_08/13/08_1,1.21209383,1.073205162,0.690705894,1.200430788,1.132489585,0.95240644
510CR1007_06/03/13_1,1.03773712,0.697910201,NA,NA,0.666453489,0.669892555
511CCC505_06/25/08_1,0.758527628,0.561616661,0.572773754,0.482115812,0.710733236,0.629726134
511FC1357_07/28/14_1,0.831155762,0.755271377,1.044829097,1.125217154,0.881726927,0.636210752
511PS0081_06/25/08_1,0.766978674,0.578144719,0.594217725,0.582493186,0.811132081,0.495308579
511PS0145_06/24/08_1,0.833261751,0.440507518,0.670616265,1.109633858,0.818613606,0.517745915
511PS0209_07/08/09_1,0.772423047,0.493108258,0.942703493,0.691733884,0.795198542,0.92362935
511PS0401_09/23/10_1,1.070591116,0.362160093,0.216145014,0.435949368,0.749619591,0.395197396
511PS0657_05/19/14_1,1.147551737,0.811993649,0.289265007,0.963091523,0.799721585,0.57989402
514PS0084_07/08/08_1,1.190125604,1.05271018,0.963937272,0.811129368,1.102788672,0.886049612
514PS0351_07/16/12_1,0.966701977,0.770334588,0.680670795,0.847240646,1.082464129,0.863228897
515PS0106_09/24/08_1,0.948680786,0.717525686,0.424316542,0.889702244,0.835751609,0.73460343
515PS0410_09/07/11_1,0.815538621,1.311674405,1.001017962,0.548378843,1.066338109,1.064903171
515PS0490_06/14/12_1,1.073817811,0.86257549,0.286665679,1.278112925,1.109753229,0.543425194
515PS0622_06/10/13_1,0.646538394,1.111089866,1.3109401,0.50578917,0.896467183,1.0236607
516PS0014_08/11/08_1,0.73196263,1.004315877,0.365904448,0.809441683,0.709061788,0.855093882
516PS0543_08/07/13_1,0.914491466,0.874803769,0.687826285,1.204754841,0.859375015,0.873865151
517FCA222_07/10/13_1,1.089800244,1.023964843,1.092441847,1.083907584,1.152546099,1.056790076
517PS0078_09/19/11_1,0.881233171,0.84598779,0.852289507,0.922899087,0.828569224,1.141089524
519CR0912_07/17/13_1,1.164583571,0.970401392,NA,NA,0.831792843,1.028423157
519MNRASR_07/09/08_1,1.166727129,0.726307276,0.21572185,0.745079195,0.957228304,0.430762397
519PS0002_08/05/10_1,1.169187481,1.019357849,0.954419188,0.315437945,1.103421597,0.853349963
519PS0134_07/07/08_1,1.185146696,0.879792651,0.50688762,0.833691856,1.146617414,0.594494902
519PS0194_09/10/09_1,0.841342933,0.68250629,0.200716951,0.901636936,0.594848248,0.758742327
519PS0253_07/23/09_1,1.077585143,0.956841531,0.211928257,0.834215004,0.803848162,0.642695106
519PS0290_07/28/10_1,0.827907946,0.846436811,1.214656322,0.946191467,1.022530209,0.931326253
519PS0305_07/21/10_1,0.827617527,0.833582586,1.560166742,0.538796521,0.950516144,0.921512968
519PS0322_07/08/10_1,1.172957651,0.608709971,0.342219983,0.75097077,0.925948615,0.574673972
519PS0340_06/26/12_1,1.166992208,0.888495701,0,0.963091523,0.942307388,0.532212351
519PS0390_07/28/10_1,0.710297345,0.526554495,0.663851131,0.64662259,0.713547517,0.813871234
519PS0402_09/28/10_1,0.962856103,0.766891924,0.434640982,0.931246354,0.885148102,0.595032626
519PS0449_09/06/11_1,0.824967365,0.731155935,0.20056707,0.834215004,0.620262091,0.520281782
519PS0450_07/18/11_1,0.943007788,1.010178106,0.406037226,0.547177554,0.892449595,0.799584204
519PS0514_07/30/12_1,0.867571019,0.651742197,0.167575323,0.648350574,0.580574183,0.502522852
519PS0534_06/25/12_1,0.967419181,0.731039551,0.956774826,0.762905462,0.99880816,0.502166271
519PS0561_06/27/12_1,0.596623297,0.610008126,0.800378052,0.278130626,0.682108384,0.879017162
519PS0578_05/29/13_1,1.161014746,0.778012278,0.224013088,0.834215004,0.783887009,0.634064939
519PS0646_05/27/14_1,0.826622637,1.047342379,0.933527313,0.317245014,0.829395124,0.724290801
519SCRAMR_09/22/08_1,0.97017463,0.927327566,0.425960925,0.739379663,0.95786634,0.725893255
520CR1010_07/15/13_1,1.184641257,0.899465224,NA,NA,0.842208071,0.819781996
520FC1087_06/24/14_1,1.177941073,0.986124782,NA,NA,0.855427046,1.084116696
520FC1108_06/24/14_1,1.077634068,0.93178428,NA,NA,0.859613776,0.952912234
520PS0007_07/08/08_1,1.262994346,1.112808726,0.703935676,0.817960706,1.20089294,0.974261537
520PS0054_06/30/08_1,0.714906836,0.808615007,0.184648518,1.074422228,0.611556342,0.780354195
520PS0071_07/31/08_1,1.11045948,1.185639738,0.325352102,1.05016987,0.930882384,0.872978486
520PS0202_06/18/09_1,1.196600835,0.617751488,0.222930414,0.834215004,0.925851594,0.56713154
521FCA170_08/13/13_1,1.212439576,1.045950029,1.42244337,1.013463895,1.320726335,0.907626222
526PS0472_09/01/09_1,0.94001592,0.789086318,0,1.278112925,0.914181916,0.963223809
526PS0756_08/03/10_1,0.909547077,0.89745038,0.914876133,1.015281078,0.895986753,1.082877199
526PS1496_08/19/14_1,1.079344862,0.735155453,0.884736835,0.880964986,1.003595673,0.81023446
531CR1047_06/09/14_1,1.067172003,1.113993331,NA,NA,0.85197802,1.134409486
531PS0169_07/06/09_1,1.074240122,0.682903203,0.132094212,0.834215004,0.706807519,0.407637525
531PS0365_09/16/10_1,0.984223516,1.016125349,0.522900077,0.873879942,0.784075302,0.911228915
531PS0381_07/12/10_1,0.760943875,0.876342514,0.277695582,1.006973547,0.664728506,0.864822685
531PS0429_06/20/11_1,0.827328916,0.794627787,0.210780335,0.901636936,0.720051241,0.889385264
531PS0573_06/28/12_1,0.945552898,0.854214069,0.423802594,0.913274503,0.797931627,0.860361423
532PS0062_09/08/10_1,1.014472654,0.96469325,1.401899706,1.034197407,1.007148466,0.961716211
535CR0910_06/18/14_1,1.058355907,1.043756175,NA,NA,0.587862684,0.913501225
535CR1042_06/19/14_1,0.673286247,0.797557496,NA,NA,0.454057123,0.729369997
535CR1051_06/25/14_1,0.82436276,0.950563631,NA,NA,0.472327245,0.946364496
535PS0191_07/14/09_1,0.587860518,0.839622028,0.282183477,0.485469261,0.478562067,0.725560305
535PS0221_07/15/09_1,0.941859966,0.683801688,0.328233637,0.89078242,0.813048187,0.643147611
535PS0431_06/22/11_1,1.064878303,0.981034126,0.182694943,0.834215004,0.807861766,0.758025892
535PS0477_06/07/12_1,0.949662016,1.079436426,0.225234617,0.889702244,0.876517738,0.764517186
541CR1006_06/17/14_1,0.580116622,0.371261191,NA,NA,0.360421409,0.617766574
543R00137_05/15/12_1,0.771856728,0.42864507,0.484147752,1.01587857,0.696181665,0.533319671
544CR1003_06/04/13_1,0.966863253,0.577629129,NA,NA,0.591964726,0.533236973
544CR1040_06/10/14_1,1.066435235,0.967955792,NA,NA,0.786221151,0.916236249
544R00025_05/15/12_1,0.901846597,0.529860081,0.485307345,0.834188256,0.798966927,0.661810306
551PS0308_07/27/10_1,0.908342103,0.702110766,0.675168809,0.840155602,0.790019237,0.889027016
603PS0720_08/19/10_1,0.987939794,0.750415869,0.22615519,0.834215004,0.707808999,0.978007839
628PS0715_06/09/10_1,0.945455692,0.675604302,0.616364833,0.161961143,0.741335921,0.516256117
628PS1483_05/22/13_1,0.284657086,0.935654323,0.367667352,1.053352084,0.295227076,1.103204106
634PS0131_08/20/13_1,1.292142394,0.742330529,0.709564178,0.882545701,1.2404084,0.774080179
635PS0118_09/03/13_1,1.266450667,1.045663954,1.086552856,1.02840697,1.515414913,1.019351389
635PS0146_09/03/14_1,1.040910624,1.012773889,1.083875407,1.089679918,1.122097319,0.988219975
801M12611_07/01/15_1,0.714687397,0.32601662,NA,NA,0.456775597,0.651801968
801M12617_04/30/15_1,0.271006562,0.812614327,NA,NA,0.166988589,0.855942073
801M12625_07/01/15_1,0.425566621,0.715141591,NA,NA,0.288516249,0.887249182
801M16861_04/15/15_1,0.918611909,0.479685216,NA,NA,0.56018327,0.571291443
801M16873_04/15/15_1,0.816603833,0.383958582,NA,NA,0.527854232,0.690971568
801MIC042_06/09/14_1,0.702141702,0.55879537,1.015201178,0.293879865,0.755719689,0.571553332
801NLC105_06/10/14_1,1.169869924,1.044467899,1.359021425,1.061004602,1.08246792,0.989637551
801RB8361_06/12/14_1,0.745020768,0.150615693,1.074031513,0.35946438,0.842289841,0.3071592
801S02947_06/16/14_1,0.360153025,0.745267331,0.903757167,0.562064631,0.468309374,0.987372369
801S03971_06/16/14_1,0.963746872,0.737149432,0.903939837,0.43346737,0.933581546,0.710930775
801S04078_07/11/12_1,0.626867895,0.620780161,1.083626219,0.279070203,0.807980806,0.661186532
801S04471_07/09/12_1,1.152993523,1.103326114,0.761556477,0.904193012,0.983418753,0.843433367
801S07485_06/04/13_1,0.601114271,0.515689737,0.802779887,0.35063412,0.71071455,0.424948952
801S08183_06/03/13_1,0.878927117,0.721404459,1.489601942,0.725841046,0.951177555,0.730212092
801S10259_06/07/12_1,0.916833163,0.409646145,0.684225392,0.580901894,0.844673778,0.50095402
801S19399_06/13/13_1,0.599513565,0.612196042,1.015957284,0.185098612,0.795213741,0.721673642
801S19486_06/13/13_1,0.964748853,0.510859679,1.015008965,0.705499511,0.86315717,0.617073285
801SAR110_06/12/14_1,0.744802187,0.228777375,0.859280568,0.606245201,0.786296807,0.303572718
801SDC180_06/04/14_1,0.601857105,0.790198293,1.142823301,0.336882476,0.778060339,0.725344352
801SDC418_06/02/14_1,0.482296037,0.352666262,1.132058065,0.405056993,0.596988994,0.741748133
801STW085_06/11/14_1,0.679261,0.258499804,0.622698256,0.863423713,0.609295914,0.813387842
801XXX305_06/02/14_1,0.846168856,0.206567013,1.031018408,0.38213626,0.817357858,0.519391886
802S33361_06/05/12_1,1.020224905,0.914125824,0.337965364,1.167138444,0.824630416,0.910620138
802S33561_06/04/12_1,1.06499917,0.834723121,0.337556889,1.111651204,0.82549917,0.760695679
802S37697_07/12/12_1,0.516508752,0.483190861,0.914439876,0.124957749,0.72248987,0.594917541
802SJR116_06/12/14_1,0.912935641,0.446595518,0.810060428,0.970532792,0.898684278,0.47725569
845PS0011_06/23/15_1,0.782229093,0.636811636,NA,NA,0.606715862,0.874687311
901M14118_04/30/15_1,0.809083559,0.512801012,NA,NA,0.581396571,0.683959144
901M14124_06/23/15_1,0.787961893,0.170656759,NA,NA,0.481483567,0.66913515
901PS0057_05/14/08_1,0.953808982,0.705406198,0,0.934736497,0.766554085,0.599911146
901S00997_05/14/09_1,0.786803976,0.384481336,0.672461931,0.553315395,0.638235156,0.701831694
901S01811_05/07/09_1,0.663359103,0.25572337,0.777532057,0.584482301,0.53264305,0.407768484
901S02702_06/02/10_1,0.999083452,0.458552028,0.636171416,0.553584599,0.773243236,0.567960908
901S06030_04/30/09_1,0.541174205,0.19270457,0.409756296,0.879002685,0.463121229,0.613747451
901S06798_05/17/11_1,0.883361301,0.346266423,0.913973673,0.809935898,0.781675488,0.743627383
901S06851_05/19/11_1,0.797488426,0.438054898,0.782217292,0.230731711,0.749922936,0.631451668
901S11685_05/31/12_1,0.854049946,0.433651058,0.410571316,0.744494531,0.789173007,0.543776144
901S12942_05/30/12_1,0.671093955,0.33426907,0.813216451,0.032194082,0.728516342,0.399898033
901S39498_05/18/10_1,0.71999986,0.307218654,0.827125774,0.552135041,0.753845786,0.410472388
901SJSJC9_05/05/08_1,0.856436124,0.656570008,1.027652989,0.636226576,0.951506688,0.887269704
904CBAHC6_05/06/08_1,1.08361461,0.546830623,0.995189691,0.30933052,0.981053389,0.604235509
904CBESC8_05/09/08_1,0.98014427,0.478407877,0.429983208,0.855977904,0.649393947,0.466012382
904M21713_06/26/15_1,0.613082072,0.719375309,NA,NA,0.383268188,0.84647475
904M21720_06/25/15_1,0.807755915,0.935430865,NA,NA,0.701928064,0.751765667
904PS0034_05/13/08_1,1.052726561,0.494225014,0.334294089,0.519193602,0.807429874,0.570446635
904S00537_05/04/09_1,0.977055354,0.533111903,0.66258507,0.729181122,0.766138892,0.673027377
904S02201_05/19/10_1,1.159052326,0.343491213,0.6553902,0.544790615,0.903009418,0.409512458
904S02585_05/19/10_1,0.962684165,0.346675769,1.267790623,1.122163742,1.012762217,0.862023958
904S08089_05/20/10_1,0.92031916,0.33173604,0.367188876,0.517033621,0.604647015,0.420220258
904S12185_05/24/11_1,0.661065846,0.407917728,0.737148351,0.387444653,0.554235613,0.533696869
904WE1125_06/22/15_1,1.022245508,0.557312546,NA,NA,0.547782715,0.701166002
906LPLPC6_05/07/08_1,1.007154521,0.495554535,0.862990413,0.980378913,0.898470373,0.728432663
906LPRSC4_05/07/08_1,1.085575778,0.584656796,1.013263932,0.880964986,1.082278257,0.888327215
906M23302_06/23/15_1,0.807776606,0.357434612,NA,NA,0.56257343,0.457163373
906M23318_04/28/15_1,0.602085543,0.684603781,NA,NA,0.392644706,0.700749467
906S02246_05/26/10_1,1.007753195,0.12440754,0.39680429,0.512558111,0.757070876,0.367738516
907S02774_05/20/10_1,0.262187098,0.393754021,1.113131027,0.568508457,0.473154425,0.91471249
907SDCHC3_05/08/08_1,0.92064265,0.318479627,0.57473955,0.809441683,0.691190597,0.672816171
907SDFRC2_05/05/08_1,0.65247285,0.425050739,0.66946469,0.09671685,0.506251744,0.809482101
909SSWR08_05/05/08_1,0.671892708,0.497631536,0.360203006,0.640131462,0.577637436,0.747723469
911M24916_04/23/15_1,1.082796878,0.560564408,NA,NA,0.870994333,0.608205629
ABAB1_06/19/08_1,0.655300284,0.537380278,0.687646597,0.837171929,0.795544159,0.704821573
ACJ01_06/30/14_1,0.883273799,0.775248671,0.218488811,1.167138444,0.674739669,0.470527525
ALAC2_06/17/07_1,0.777498954,0.648486502,0.574469417,0.580901894,0.695856695,0.642828658
ALWC1_06/18/07_1,1.211950664,0.688099347,0.669248325,0.966952384,0.98602052,0.625910498
CBAH1_11/06/08_1,0.90337338,0.332555612,0.51427957,0.552385419,0.637065551,0.632429621
CBES1_06/10/07_1,0.716087064,0.414539992,0.401527909,0.767051965,0.493222586,0.655461673
CBLA1_11/06/08_1,1.053746754,0.463218205,0.514296078,0.646641294,0.798471273,0.606202414
CLSD1_07/04/07_1,1.049075738,0.490475306,0.515710136,0.550757961,0.834173264,0.586672542
DGKC1_06/04/08_1,1.08905834,0.35233821,0.228204383,0.451744921,0.664199165,0.523762793
FCFC1_06/19/08_1,0.666791962,0.431156595,1.186201665,0.465094106,0.722409213,0.656071941
GSAT1_07/03/07_1,0.66016508,0.571207009,1.190388376,0.557545297,0.674859408,0.918670216
LADC1_06/28/07_1,1.193165056,0.476524711,0.95710467,0.966952384,1.079530125,0.616400754
LALA1_06/27/07_1,0.89150904,0.463680836,0.832260983,0.349354133,0.86616262,0.665271063
LALK1_06/27/07_1,0.983267325,0.450954442,0.853488494,0.436131664,1.063175179,0.662157644
MALV1_07/02/07_1,0.960806205,0.325620935,0.684271366,0.829699372,0.914205037,0.523550022
MAMC2_06/13/08_1,0.960849703,0.374985704,0.417857967,0.39759801,0.769831261,0.497034277
MAMD1_06/13/08_1,0.896589419,0.441920259,0.651898234,0.761194531,0.822576542,0.859063381
MCMC1_06/18/08_1,0.979786369,0.770871079,0.6884241,0.454893333,0.954382034,0.666054818
SACJ1_06/19/08_1,0.857807978,0.545740758,0.18443153,0.586935982,0.677115459,0.719881139
SASA1_06/20/08_1,0.425507028,0.815206539,1.127927991,0.127729531,0.519747123,0.630353105
SASN1_06/20/08_1,0.616896255,0.341270519,0.211795052,0.346737787,0.514160444,0.389216164
SC-MB_06/17/14_1,0.807750584,0.254305979,0.286750603,0.749609399,0.941128313,0.799801527
SCSC2_06/20/07_1,0.977336396,0.712154654,0.409111226,0.279596181,0.748348107,0.514203186
SDBC1_06/06/07_1,1.180569172,0.78111131,0.683862187,0.966952384,0.968415776,0.581900103
SDBG1_07/05/07_1,1.217073578,0.772562753,0.671866862,0.491853885,1.064174925,0.584771615
SDSD1_06/12/07_1,0.882999374,0.641294323,0.903831019,0.29740019,0.850017287,0.678450873
SDSD3_11/06/08_1,0.8894867,0.436289276,0.627103817,0.486135919,0.786324402,0.63256592
SDSR1_06/13/08_1,0.92267881,0.574569727,0.689722976,0.222387805,0.882040157,0.585586967
SGCC1_06/20/07_1,0.836206898,0.508735325,0.673452078,0.212931377,0.664200253,0.727624407
SGCR1_06/21/07_1,0.480728487,0.328759764,0.887045905,0.379482064,0.605052762,0.815943797
SGLT506_07/06/12_1,0.713301107,0.771637844,NA,NA,0.512780223,0.993661461
SGWC1_11/02/08_1,1.019001581,0.767863748,0.791869395,0.2664324,0.93508921,0.633905329
SGWC2_06/26/07_1,0.826759455,0.587254569,0.66532372,0.415860601,0.944239155,0.361146313
SJOS1_06/11/07_1,0.84601849,0.604935341,0.876876642,0.515044506,0.860888209,0.713589374
SJTC1_06/10/07_1,1.050683423,0.386616618,1.085749091,0.518311659,1.08999663,0.652679036
SJTC3_11/07/08_1,1.047460548,0.865353774,0.200644811,0.847641533,0.821333839,0.652601605
SLGD1_06/18/08_1,1.067757181,0.398919605,0.258878797,0.488617673,0.700450743,0.493921986
SLSL4_06/28/07_1,0.929408547,0.297204984,0.660842729,0.695456782,0.76785401,0.41874852
SMC00036_06/15/15_1,0.820494935,0.154451618,NA,NA,0.57053247,0.577899991
SMC00153_06/08/09_1,0.801381277,0.521585028,0.376195262,0.966952384,0.588961026,0.609279212
SMC00198_07/09/14_1,0.890073738,0.629212128,1.289676993,0.919962678,1.023776069,0.584801679
SMC00206_06/16/15_1,0.856640865,0.699700209,NA,NA,0.644161812,0.678114865
SMC00288_06/04/14_1,1.100365505,0.616746965,0.339356889,1.068098657,1.06806122,0.548469681
SMC00318_06/15/10_1,0.681062367,0.468898542,1.070420593,0.204207575,0.752876477,0.549624309
SMC00345_07/19/11_1,1.085767296,0.521601078,0.329710657,0.834215004,0.914774776,0.500961645
SMC00375_06/08/10_1,0.749560063,0.413333571,0.580060848,0.35730072,0.870025577,0.576533422
SMC00382_06/23/09_1,0.537705091,0.79103134,0.294335854,0.139931674,0.502323338,0.764050446
SMC00436_05/26/09_1,0.909472469,0.505361176,0.333264827,0.063703588,0.639364919,0.522987738
SMC00446_07/01/10_1,0.677716358,0.520940486,0.678819897,1.133414104,0.699537007,0.590126454
SMC00473_06/03/09_1,0.907650855,0.621149632,0.197047441,0.834215004,0.606093629,0.539711421
SMC00479_07/13/11_1,0.649650321,0.29915997,0.95686059,0.124151793,0.65916202,0.31565476
SMC00531_05/18/09_1,1.045557591,0.510032621,1.044180647,0.851186507,0.915653357,0.848811596
SMC00608_06/27/11_1,0.854347181,0.412018041,0.683929238,0.313971499,0.939501753,0.631492473
SMC00632_06/13/11_1,0.828844215,0.78990612,0.972966486,0.335241733,0.828967321,0.602374546
SMC00670_06/23/15_1,1.042445346,0.649515826,NA,NA,0.779440112,0.95547136
SMC00684_06/27/11_1,1.010121436,0.872813417,0.825466198,0.873306975,0.906619461,0.954463282
SMC00686_06/27/11_1,1.216710989,0.883293249,1.438596822,0.546313561,1.139651438,0.730002738
SMC00702_07/19/11_1,0.836748904,0.876235755,1.081157823,0.604619736,0.943056625,0.802670766
SMC00710_05/20/09_1,1.039266502,0.504526335,0.330309935,0.618206642,0.756909742,0.812567568
SMC00748_06/21/11_1,0.585830244,0.755775374,0.894605239,0.78815425,0.575207454,0.870422137
SMC00766_07/11/11_1,1.048646312,0.759484172,0.676930227,0.741993002,1.004387169,0.451542103
SMC00830_06/21/11_1,0.762878733,0.499502768,1.049108525,0.635166647,0.799510493,0.756965862
SMC00836_06/24/15_1,0.944022983,0.696874745,NA,NA,0.522620576,0.649356359
SMC00857_07/13/11_1,0.861030502,0.251796073,0.416304067,0.584482301,0.768384649,0.549534369
SMC00873_04/23/15_1,1.058205518,0.638045066,NA,NA,0.83566361,0.728327829
SMC00899_07/12/11_1,0.783908676,0.395133173,1.028134904,0.298570009,0.698266649,0.737015752
SMC00910_04/30/09_1,0.776906163,0.296936177,0.65813155,0.633214316,0.692452577,0.374981812
SMC00921_06/02/10_1,0.919817779,0.712933574,0.582390315,0.205135255,0.645231696,0.603545565
SMC00926_06/28/10_1,0.659300114,0.787042656,1.025884146,0.581396109,0.640748641,0.649954746
SMC00958_07/19/11_1,0.836706753,0.363370611,1.075082236,0.801174993,1.011159644,0.925544312
SMC00963_07/09/14_1,0.859471298,0.556645096,0.422163915,0.724775863,0.847393077,0.764810836
SMC01013_06/24/10_1,1.077054453,0.908794647,1.083536179,0.654647397,1.037953155,1.015579667
SMC01046_05/21/09_1,1.065503279,0.614545757,1.148225305,0.811129368,1.032069744,0.894874088
SMC01049_07/09/14_1,1.208323645,0.604760756,0.66597006,1.03711748,1.204627745,0.822941764
SMC01151_06/17/09_1,0.533009219,1.059198598,0.609026191,0.217757918,0.641515392,0.752038622
SMC01161_05/27/10_1,0.727809641,0.524355751,0.159696274,0.867912596,0.525608146,0.633575396
SMC01201_06/02/10_1,0.914490092,0.407118719,0.449274095,0.873804171,0.651012482,0.692934413
SMC01208_06/08/10_1,0.753658321,0.519791468,0.599985,0.300059208,0.68894232,0.663393096
SMC01215_07/13/11_1,0.58666594,0.529718591,0.556818755,0.474240366,0.694845283,0.64241814
